,tconst,primary_title,original_title,start_year,runtime_minutes,genres,country,budget,ww_gross,ww_currency,domestic_gross_x,domestic_currency,int_gross,int_currency,release_date_x,mpaa_rating,tmdb_id
1685,tt1608197,Sacred Earth,Sacred Earth,2010,46.0,Documentary,US,"{'amount': 400000.0, 'currency': 'USD'}",,,,,,,2010-01-25,Not Rated,75050.0
1686,tt1608232,"The Judge, the Hunter, the Thief, and the Black Orchid","The Judge, the Hunter, the Thief, and the Black Orchid",2010,75.0,"Documentary,Drama",US,,,,,,,,,,
1687,tt1608237,The Right to Bear Arms,The Right to Bear Arms,2010,80.0,Drama,US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,,Unrated,
1688,tt1608245,The World According to David Liebe Hart,The World According to David Liebe Hart,2010,57.0,"Biography,Comedy,Documentary",US,,,,,,,,,,
1689,tt1608246,Therapissed,Therapissed,2010,76.0,Comedy,US,"{'amount': 2000.0, 'currency': 'USD'}",,,,,,,2010-04-22,,511015.0
1690,tt1608247,Through the Tunnel,Through the Tunnel,2010,45.0,"Documentary,History,Sport",US,,,,,,,,,,
1691,tt1608255,Toyland,Toyland,2010,68.0,"Biography,Documentary,Family",US,,,,,,,,2010-04-11,G,49603.0
1692,tt1608285,Littlerock,Littlerock,2010,83.0,Drama,US,,17309.0,USD,17309.0,USD,,,2010-04-23,Not Rated,85821.0
1693,tt1608366,Execution,Execution,2010,87.0,"Comedy,Horror,Romance",US,,,,,,,,,Not Rated,562746.0
1694,tt1608564,Planet Bouncy,Planet Bouncy,2010,101.0,"Biography,Documentary",US,"{'amount': 40000.0, 'currency': 'USD'}",,,,,,,2010-02-25,,
1695,tt1608760,Ateik i ayeik,Ateik i ayeik,2010,,"Drama,Mystery,Romance",US,"{'amount': 250000000.0, 'currency': 'MMK'}",,,,,,,,,
1696,tt1609109,Detroit International Comedy Festival,Detroit International Comedy Festival,2010,77.0,"Comedy,Documentary",US,"{'amount': 98000.0, 'currency': 'USD'}",,,,,,,2010-01-08,,
1697,tt1609128,In 200 Characters or Less,In 200 Characters or Less,2010,84.0,"Comedy,Romance",US,,,,,,,,,Not Rated,
1698,tt1609157,Stones in Exile,Stones in Exile,2010,61.0,"Documentary,Music",US,,,,,,,,2010-05-14,Not Rated,40636.0
1699,tt1609778,Happy Birthday Rita,Happy Birthday Rita,2010,78.0,"Comedy,Drama",US,,,,,,,,,,
1700,tt1609782,Into the Welkin,Into the Welkin,2010,71.0,"Action,Drama,Thriller",US,,,,,,,,,,
1701,tt1609797,Ripped Memories,Ripped Memories,2010,75.0,"Drama,Thriller",US,"{'amount': 120000.0, 'currency': 'USD'}",,,,,,,2010-09-19,Not Rated,445909.0
1702,tt1609920,1040: Christianity in the New Asia,1040: Christianity in the New Asia,2010,78.0,"Documentary,History",US,,,,,,,,2010-03-12,Not Rated,282252.0
1703,tt1609946,Table at Luigi's,Table at Luigi's,2010,89.0,"Comedy,Fantasy,Romance",US,,,,,,,,,,
1704,tt1609975,The Rise and Fall and Rise of Sensational,The Rise and Fall and Rise of Sensational,2010,73.0,"Biography,Comedy,Documentary",US,,,,,,,,2010-01-01,,573272.0
1705,tt1610481,Halloween on 6th Street,Halloween on 6th Street,2010,85.0,"Comedy,Documentary,Horror",US,,,,,,,,2010-08-27,Not Rated,159452.0
1706,tt1610492,Ladron,Ladron,2010,83.0,"Action,Crime",US,,,,,,,,2010,Not Rated,
1707,tt1610503,Screen Test,Screen Test,2010,,Drama,US,,,,,,,,2011,,
1708,tt1610516,The Woodmans,The Woodmans,2010,82.0,"Biography,Documentary",US,,46623.0,USD,46623.0,USD,,,2011-01-18,Unrated,115400.0
1709,tt1611047,Gentleman Gangster,Gentleman Gangster,2010,87.0,"Crime,Documentary,Drama",US,,,,,,,,,,
1710,tt1611167,Sumo Joe,Sumo Joe,2010,,"Comedy,Drama",US,,,,,,,,2010-03-27,PG,
1711,tt1611174,The Big Sleaze,The Big Sleaze,2010,105.0,"Action,Comedy",US,5000.0,,,,,,,2010-02-26,R,492413.0
1712,tt1611180,Thunder Soul,Thunder Soul,2010,83.0,"Documentary,Music",US,,143986.0,USD,143986.0,USD,,,2011-09-23,PG,72186.0
1713,tt1611226,Shell Shocked,Murder Through the Eyes of a Child,2010,,Documentary,US,,,,,,,,2013-11-01,,
1714,tt1611793,1 in 3,1 in 3,2010,110.0,Drama,US,,,,,,,,,,
1715,tt1611805,? the Movie: Only an Impression Vol. 2,? the Movie: Only an Impression Vol. 2,2010,114.0,"Comedy,Music,Mystery",US,,,,,,,,,Not Rated,
1716,tt1611806,A Different Path,A Different Path,2010,95.0,Documentary,US,,,,,,,,2010-03-15,,304216.0
1717,tt1611913,Minus One,Minus One,2010,82.0,"Drama,News,War",US,,,,,,,,2010-05-16,,688854.0
1718,tt1611927,Mustard and Beer,Mustard and Beer,2010,77.0,"Comedy,Documentary,Music",US,,,,,,,,,Not Rated,
1719,tt1611949,Get Out of the Road,Get Out of the Road,2010,66.0,"Biography,Documentary,Drama",US,,,,,,,,,,
1720,tt1611961,On Her Own,On Her Own,2010,95.0,Drama,US,,,,,,,,,Not Rated,
1721,tt1611990,Man on a Mission: Richard Garriott's Road to the Stars,Man on a Mission: Richard Garriott's Road to the Stars,2010,83.0,Documentary,US,,8688.0,USD,8688.0,USD,,,2010-03-14,Not Rated,82627.0
1722,tt1612034,Someone Else in the Evening,Someone Else in the Evening,2010,67.0,"Comedy,Drama",US,,,,,,,,,Not Rated,
1723,tt1612073,The Continuum Project,The Continuum Project,2010,80.0,"Adventure,Documentary,Sport",US,,,,,,,,2010-01,,235536.0
1724,tt1612094,The Ride,The Ride,2010,91.0,"Documentary,Sport",US,,,,,,,,2010-03-17,,
1725,tt1612135,When I Rise,When I Rise,2010,74.0,Documentary,US,,,,,,,,2010-03-14,PG,177707.0
1726,tt1612140,World Peace and Other 4th Grade Achievements,World Peace and Other 4th Grade Achievements,2010,60.0,Documentary,US,,,,,,,,2010-03-13,NR,86438.0
1727,tt1612144,Zaritsas: Russian Women in New York,Zaritsas: Russian Women in New York,2010,71.0,"Documentary,News",US,,,,,,,,,Not Rated,
1728,tt1612237,Aratitiyope,Aratitiyope,2010,30.0,"Action,Adventure,Documentary",US,,,,,,,,2010-03,,
1729,tt1612239,Ascot Alley,Ascot Alley,2010,78.0,"Drama,Mystery,Thriller",US,,,,,,,,,,
1730,tt1612241,Au Revoir My Paris Heart,Au Revoir My Paris Heart,2010,102.0,"Comedy,Drama",US,,,,,,,,,,
1731,tt1612243,Australis: An Antarctic Ski Odyssey,Australis: An Antarctic Ski Odyssey,2010,55.0,"Action,Adventure,Documentary",US,,,,,,,,,Not Rated,
1732,tt1612246,Bag It,Bag It,2010,74.0,"Comedy,Documentary,Drama",US,,,,,,,,2011-09-01,Not Rated,85593.0
1733,tt1612266,Chattahoochee Lanier,Chattahoochee Lanier,2010,54.0,"Documentary,News",US,,,,,,,,,,
1734,tt1612269,Chronicles of a Love Unfound,Chronicles of a Love Unfound,2010,95.0,"Drama,Romance",US,,,,,,,,,,
1735,tt1612276,Dakota Bastard,Dakota Bastard,2010,87.0,Comedy,US,,,,,,,,,,
1736,tt1612311,Equality,Equality,2010,6.0,"Documentary,History,News",US,,,,,,,,2010-02,,
1737,tt1612610,Natural Demise,Natural Demise,2010,90.0,Horror,US,"{'amount': 3000.0, 'currency': 'USD'}",,,,,,,2014-01-12,Not Rated,
1738,tt1613032,Fantasyland,Fantasyland,2010,87.0,Documentary,US,,,,,,,,2010-01-01,Not Rated,128629.0
1739,tt1613047,Mission Park,Mission Park,2010,92.0,"Action,Adventure,Sci-Fi",US,,,,,,,,2010-08-25,Not Rated,856711.0
1740,tt1613119,Liemba,Liemba,2010,50.0,Documentary,US,,,,,,,,2011-08,Not Rated,303883.0
1741,tt1613679,A Fight for Survival,A Fight for Survival,2010,80.0,"Adventure,Drama,Thriller",US,"{'amount': 350000.0, 'currency': 'USD'}",,,,,,,2010-06-06,Not Rated,
1742,tt1613716,Ditch,Ditch,2010,,Comedy,US,,,,,,,,,,
1743,tt1613846,Until We Meet Again... Building a School in Tanzania,Until We Meet Again... Building a School in Tanzania,2010,29.0,"Adventure,Documentary",US,,,,,,,,2010-09-01,,
1744,tt1614338,"Fanny, Annie & Danny","Fanny, Annie & Danny",2010,82.0,"Drama,Family",US,,,,,,,,2010-04-16,Not Rated,193125.0
1745,tt1614347,In My Mind,In My Mind,2010,100.0,"Documentary,History,Music",US,,,,,,,,2010-04-09,,
1746,tt1615051,Obama in NC: The Path to History,Obama in NC: The Path to History,2010,116.0,Documentary,US,,,,,,,,2010-02-16,,
1747,tt1615068,Search and Destroy: Iggy & The Stooges' Raw Power,Search and Destroy: Iggy & The Stooges' Raw Power,2010,45.0,Documentary,US,,,,,,,,2010-04-27,,217218.0
1748,tt1615107,Thoughts Become Things,Thoughts Become Things,2010,77.0,Documentary,US,"{'amount': 70000.0, 'currency': 'USD'}",,,,,,,2010-01-10,Not Rated,268803.0
1749,tt1615153,Jimmy Tupper vs. the Goatman of Bowie,Jimmy Tupper vs. the Goatman of Bowie,2010,70.0,Horror,US,,,,,,,,2010-03-14,R,316408.0
1750,tt1615451,Healing Neen,Healing Neen,2010,55.0,"Biography,Documentary,Drama",US,,,,,,,,,Not Rated,
1751,tt1615466,Love on the Rocks,Love on the Rocks,2010,105.0,Thriller,US,"{'amount': 80000.0, 'currency': 'USD'}",,,,,,,2010-03-27,,
1752,tt1615842,Fallen Souls,Fallen Souls,2010,119.0,"Sci-Fi,Thriller",US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,2013-12-31,Not Rated,424117.0
1753,tt1615883,The Rooms,The Rooms,2010,61.0,History,US,,,,,,,,2010-08-19,,
1754,tt1615885,The Seminarian,The Seminarian,2010,101.0,"Drama,Romance",US,,,,,,,,2010-08,Unrated,108614.0
1755,tt1615887,The Subhuman,The Subhuman,2010,121.0,"Action,Crime,Mystery",US,,,,,,,,,,
1756,tt1615888,The Wrong Way,The Wrong Way,2010,94.0,Thriller,US,"{'amount': 25000.0, 'currency': 'USD'}",,,,,,,,,
1757,tt1615902,Vacation!,Vacation!,2010,90.0,"Comedy,Crime",US,,,,,,,,2011-05-13,Not Rated,112963.0
1758,tt1615904,Vicissitudes,Vicissitudes,2010,54.0,"Action,Romance",US,"{'amount': 4000.0, 'currency': 'USD'}",,,,,,,,,
1759,tt1615908,Waldo the Dog,Waldo the Dog,2010,115.0,"Comedy,Drama,Romance",US,"{'amount': 200000.0, 'currency': 'USD'}",,,,,,,,R,
1760,tt1615916,You Should Meet My Son!,You Should Meet My Son!,2010,85.0,"Comedy,Romance",US,,,,,,,,2010-07-15,Not Rated,73541.0
1761,tt1615917,Zombie Bankers,Zombie Bankers,2010,94.0,"Comedy,Drama,Horror",US,,,,,,,,2010-02-02,,211400.0
1762,tt1616092,Black Butterfly,Black Butterfly,2010,95.0,Drama,US,"{'amount': 2000000.0, 'currency': 'USD'}",,,,,,,2010-03-17,Not Rated,95522.0
1763,tt1616128,Never Escape,Never Escape,2010,74.0,"Action,Sci-Fi,Thriller",US,"{'amount': 5000.0, 'currency': 'USD'}",,,,,,,2009-09-27,Unrated,851485.0
1764,tt1616151,Piano with Wind and Trains,Piano with Wind and Trains,2010,83.0,"Biography,Documentary,Music",US,,,,,,,,,,
1765,tt1616160,RecLAmation,RecLAmation,2010,66.0,"Biography,Documentary,Drama",US,,,,,,,,2010-06-15,,875559.0
1766,tt1616162,Rollin: The Decline of the Auto Industry and Rise of the Drug Economy in Detroit,Rollin: The Decline of the Auto Industry and Rise of the Drug Economy in Detroit,2010,83.0,"Crime,Documentary,News",US,,,,,,,,2010-01-01,Not Rated,117228.0
1767,tt1616510,Go West Happy Cow,Go West Happy Cow,2010,87.0,"Action,Adventure,Comedy",US,"{'amount': 10000.0, 'currency': 'USD'}",,,,,,,2010-04-16,,
1768,tt1616551,The Leaving,The Leaving,2010,110.0,"Action,Drama,Thriller",US,,,,,,,,2010-07-13,,349015.0
1769,tt1617000,Andalusian Doug,Andalusian Doug,2010,66.0,"Biography,Documentary,News",US,,,,,,,,2011-02-07,Not Rated,635682.0
1770,tt1617035,By Love and Art Scarred,By Love and Art Scarred,2010,93.0,Drama,US,,,,,,,,,,
1771,tt1617055,Ciclovida: Lifecycle,Ciclovida: Lifecycle,2010,76.0,"Adventure,Documentary",US,,,,,,,,,,350781.0
1772,tt1617091,Documentary on Irene Soderberg,Documentary on Irene Soderberg,2010,10.0,"Comedy,Documentary",US,,,,,,,,,,
1773,tt1617105,Eleanore & the Timekeeper,Eleanore & the Timekeeper,2010,76.0,"Documentary,Family",US,,,,,,,,2010-10-15,,130001.0
1774,tt1617117,Everybody Belongs... Out of the Basement,Everybody Belongs... Out of the Basement,2010,24.0,"Documentary,Drama",US,,,,,,,,,,
1775,tt1617147,Nature Propelled,Nature Propelled,2010,55.0,"Adventure,Documentary,Sport",US,,,,,,,,,,
1776,tt1617154,On Holiday,On Holiday,2010,85.0,Comedy,US,"{'amount': 150000.0, 'currency': 'USD'}",,,,,,,2010-03-02,Not Rated,169580.0
1777,tt1617172,Re-Cut,Re-Cut,2010,80.0,"Horror,Thriller",US,,,,,,,,2010,Not Rated,62105.0
1778,tt1617173,Rediscovering Alexander Hamilton,Rediscovering Alexander Hamilton,2010,117.0,"Biography,Documentary,History",US,,,,,,,,2011-04-11,NR,789021.0
1779,tt1617186,Sign of the Times,Sign of the Times,2010,,Comedy,US,"{'amount': 3000.0, 'currency': 'USD'}",,,,,,,2010-04-14,,
1780,tt1617190,Small Town Killing,Small Town Killing,2010,60.0,Comedy,US,"{'amount': 7000.0, 'currency': 'USD'}",,,,,,,,,
1781,tt1617230,A Right Denied: The Critical Need for Genuine School Reform,A Right Denied: The Critical Need for Genuine School Reform,2010,86.0,"Documentary,History",US,,,,,,,,,,
1782,tt1617239,Caution to the Wind,Caution to the Wind,2010,87.0,"Adventure,Drama,Romance",US,"{'amount': 20000.0, 'currency': 'USD'}",,,,,,,2004-03-18,,274255.0
1783,tt1617250,Gone with the Pope,Gone with the Pope,2010,83.0,Crime,US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,2010-03-12,Unrated,79456.0
1784,tt1617620,A Horrible Way to Die,A Horrible Way to Die,2010,87.0,"Drama,Horror,Thriller",US,,,,,,,,2011-08-19,R,44950.0
1785,tt1617630,Daddy's Home,Daddy's Home,2010,90.0,"Drama,Thriller",US,"{'amount': 1000000.0, 'currency': 'USD'}",,,150400000.0,,92400000,,2010-09-10,Not Rated,281512.0
1786,tt1618374,God's Land,God's Land,2010,164.0,"Comedy,Drama",US,,,,,,,,2011-10-28,Not Rated,210545.0
1787,tt1618444,The Two Roomer,The Two Roomer,2010,85.0,Thriller,US,,,,,,,,2010-01-01,Not Rated,375825.0
1788,tt1619021,Dead Hollywood Blondes,Dead Hollywood Blondes,2010,60.0,Musical,US,"{'amount': 500000.0, 'currency': 'USD'}",,,,,,,2010-01-11,PG-13,
1789,tt1619037,Nice Guy Johnny,Nice Guy Johnny,2010,89.0,"Comedy,Romance",US,,,,,,,,2010-04-23,Not Rated,43938.0
1790,tt1619045,The HIV Story Project,The HIV Story Project,2010,,[],US,,,,,,,,2010-06-26,,608691.0
1791,tt1619624,Capital for the Canopy,Capital for the Canopy,2010,41.0,Documentary,US,,,,,,,,,,
1792,tt1619638,Deforce,Deforce,2010,86.0,"Documentary,History",US,,,,,,,,2010-06-11,,294337.0
1793,tt1619647,Eisis,Eisis,2010,104.0,"Drama,Mystery,War",US,,,,,,,,2010-09-25,,
1794,tt1620557,Nightmare Alley,Nightmare Alley,2010,88.0,Horror,US,"{'amount': 3500.0, 'currency': 'USD'}",,,,,,,2010-10-04,Not Rated,55082.0
1795,tt1620566,One Angry Man,One Angry Man,2010,90.0,"Comedy,Drama,Mystery",US,"{'amount': 501000.0, 'currency': 'USD'}",,,,,,,2010-05-01,Not Rated,257067.0
1796,tt1620599,Shanghai Blue,Shanghai Blue,2010,92.0,Mystery,US,"{'amount': 3500000.0, 'currency': 'USD'}",,,,,,,2010-03-10,R,
1797,tt1620740,Foul Water/Fiery Serpent,Foul Water/Fiery Serpent,2010,88.0,"Documentary,News",US,,,,,,,,,,
1798,tt1620748,"Geeks and Goblins, Elves and Elliot","Geeks and Goblins, Elves and Elliot",2010,90.0,"Comedy,Family,Fantasy",US,,,,,,,,2010-04-30,,
1799,tt1620756,Gone Too Soon,Gone Too Soon,2010,88.0,"Documentary,Music",US,,,,,,,,2010-06-25,Not Rated,
1800,tt1620878,Lono's Bounty,Lono's Bounty,2010,79.0,"Documentary,History,News",US,,,,,,,,2010-03-12,,
1801,tt1621019,The Sons of Tennessee Williams,The Sons of Tennessee Williams,2010,75.0,"Biography,Documentary,History",US,,3242.0,USD,3242.0,USD,,,2010-06-26,Unrated,91337.0
1802,tt1621444,Bill Cunningham: New York,Bill Cunningham New York,2010,84.0,"Biography,Documentary,History",US,,2210382.0,USD,1510026.0,USD,700356.0,USD,2011-03-16,Not Rated,55244.0
1803,tt1621835,My Odd Days,My Odd Days,2010,93.0,"Animation,Comedy,Drama",US,,,,,,,,,,
1804,tt1621854,Nutritious Life,Nutritious Life,2010,84.0,"Documentary,News",US,"{'amount': 40000.0, 'currency': 'USD'}",,,,,,,2010-02-25,,
1805,tt1621920,S&M Lawn Care,S&M Lawn Care,2010,79.0,"Comedy,Drama",US,,,,,,,,2010-09-24,,131000.0
1806,tt1622560,Luke and Joe Get Lost,Luke and Joe Get Lost,2010,62.0,"Animation,Comedy",US,,,,,,,,,,
1807,tt1622603,Disney Shot Kennedy,Disney Shot Kennedy,2010,102.0,"Comedy,Drama",US,,,,,,,,,,
1808,tt1622964,Adios Mi Amigo,Adios Mi Amigo,2010,142.0,"Drama,Romance,War",US,,,,,,,,,,
1809,tt1622972,Crop Circles: 2010 Update - The Wake Up Call,Crop Circles: 2010 Update - The Wake Up Call,2010,58.0,"Adventure,Documentary,Sci-Fi",US,,,,,,,,2010-01-01,PG,272919.0
1810,tt1622981,For Honor with Valor,For Honor with Valor,2010,76.0,"Biography,Documentary,War",US,,,,,,,,,,
1811,tt1623182,Waltz,Waltz,2010,83.0,"Drama,Romance",US,,,,,,,,2010-04,,
1812,tt1623777,Honest Man: The Life of R. Budd Dwyer,Honest Man: The Life of R. Budd Dwyer,2010,76.0,"Biography,Documentary,Drama",US,,,,,,,,2010-10-09,Not Rated,63954.0
1813,tt1623783,ODC [Ordinary Decent Criminal],ODC [Ordinary Decent Criminal],2010,110.0,Crime,US,"{'amount': 65000.0, 'currency': 'CAD'}",,,,,,,2010-04-30,,
1814,tt1624385,Generation Zero,Generation Zero,2010,90.0,Documentary,US,,,,,,,,2010-02-05,,56104.0
1815,tt1624400,Republic of Pete,Republic of Pete,2010,85.0,Comedy,US,,,,,,,,2010-04-09,,673762.0
1816,tt1624426,I Will Follow,I Will Follow,2010,80.0,Drama,US,"{'amount': 50000.0, 'currency': 'USD'}",135809.0,USD,135809.0,USD,,,2010-09-18,Not Rated,72946.0
1817,tt1624935,Flamenco School,Flamenco School,2010,51.0,"Documentary,Music",US,,,,,,,,2010-06-09,,
1818,tt1624969,Lucy Is the Sunshine,Lucy Is the Sunshine,2010,82.0,"Adventure,Drama,Romance",US,,,,,,,,,,
1819,tt1625020,A Girl Named Clyde,A Girl Named Clyde,2010,94.0,Comedy,US,,,,,,,,,,
1820,tt1625060,Chasing Danger,Chasing Danger,2010,70.0,"Action,Documentary,Drama",US,,,,,,,,,,
1821,tt1625077,Dead Meadow Three Kings,Dead Meadow Three Kings,2010,83.0,"Fantasy,Music",US,,,,,,,,2010-03-25,,
1822,tt1625092,Ed Hardy: Tattoo the World,Ed Hardy: Tattoo the World,2010,74.0,"Biography,Documentary",US,,,,,,,,2010-10-09,Not Rated,154779.0
1823,tt1625177,The Secret Life of Mushrooms,The Secret Life of Mushrooms,2010,65.0,"Documentary,History,News",US,,,,,,,,2010-02-18,,582147.0
1824,tt1625328,Flight of the Cardinal,Flight of the Cardinal,2010,87.0,"Drama,Thriller",US,,,,,,,,2010-07-19,Not Rated,148802.0
1825,tt1625338,The Blood in This Town,The Blood in This Town,2010,,Documentary,US,,,,,,,,2011,,
1826,tt1625563,"Me, Myself, and My Third Eye: 4 Enlightened Stories for 1 Imperfect God","Me, Myself, and My Third Eye: 4 Enlightened Stories for 1 Imperfect God",2010,55.0,Drama,US,"{'amount': 2000.0, 'currency': 'USD'}",,,,,,,2010-01-27,NR,265601.0
1827,tt1625858,Buried Land,Buried Land,2010,86.0,Drama,US,"{'amount': 160000.0, 'currency': 'USD'}",,,,,,,2010-04-22,PG-13,422833.0
1828,tt1625886,Wigger,Wigger,2010,,Drama,US,"{'amount': 500000.0, 'currency': 'USD'}",,,,,,,2010-04-09,R,716887.0
1829,tt1626177,Paint by Desert,Paint by Desert,2010,2.0,"Documentary,Western",US,,,,,,,,2010-05-26,,
1830,tt1626184,Phish 3D,Phish 3D,2010,,"Documentary,Music",US,,,,,,,,2010-04-30,,344242.0
1831,tt1626226,Shut the Mouth,Shut the Mouth,2010,75.0,Drama,US,,,,,,,,2010-02,,
1832,tt1626240,Summertime Christmas,Summertime Christmas,2010,111.0,"Comedy,Family",US,,,,,,,,2010-11-15,Not Rated,132020.0
1833,tt1626617,Camp Chuck,Camp Chuck,2010,48.0,"Action,Documentary,Sport",US,,,,,,,,2010-04,,
1834,tt1627926,Night of the Pumpkin,Night of the Pumpkin,2010,88.0,Horror,US,"{'amount': 4000.0, 'currency': 'USD'}",,,,,,,2010-04-20,Not Rated,262751.0
1835,tt1627931,Point of Death,Point of Death,2010,,Crime,US,"{'amount': 500.0, 'currency': 'USD'}",,,,,,,2010-04-14,,
1836,tt1627937,The Journey,The Journey,2010,,Family,US,"$500,000","$19,800",,"$19,800",,,,2010-03-27,,510578.0
1837,tt1627999,Kids Living with Slim,Kids Living with Slim,2010,51.0,"Documentary,News",US,,,,,,,,2010-05-10,,
1838,tt1628011,Lucky Streak and the Crime Fighters,Lucky Streak and the Crime Fighters,2010,90.0,"Action,Adventure,Comedy",US,,,,,,,,2010-06-18,,
1839,tt1628016,The Legend of Masty Huba,The Legend of Masty Huba,2010,81.0,"Documentary,Drama,History",US,,,,,,,,,,
1840,tt1628026,Weeding Out,Weeding Out,2010,82.0,Comedy,US,,,,,,,,2010-07-31,Not Rated,
1841,tt1628726,Death Metal: Are We Watching You Die?,Death Metal: Are We Watching You Die?,2010,120.0,"Documentary,Music",US,"{'amount': 5000.0, 'currency': 'USD'}",,,,,,,2010-02-23,,518217.0
1842,tt1629270,Fear of Flying,Fear of Flying,2010,97.0,"Comedy,Romance",US,,,,,,,,,,
1843,tt1629395,The Bigtop,The Bigtop,2010,85.0,"Drama,Musical",US,"{'amount': 150000.0, 'currency': 'USD'}",,,,,,,,,
1844,tt1629708,City of Angers,City of Angers,2010,73.0,Crime,US,"{'amount': 300.0, 'currency': 'USD'}",,,,,,,2010-01-13,,440110.0
1845,tt1629711,Exhibit A-7,Exhibit A-7,2010,76.0,Horror,US,"{'amount': 10000.0, 'currency': 'USD'}",,,,,,,,,
1846,tt1629730,Charlotta-TS,Charlotta-TS,2010,108.0,Comedy,US,"{'amount': 25000.0, 'currency': 'USD'}",,,,,,,2010-04-07,,
1847,tt1630521,Camp Twitch and Shout: The Movie,Camp Twitch and Shout: The Movie,2010,28.0,"Documentary,Drama",US,,,,,,,,,,
1848,tt1631321,Go the Distance,Go the Distance,2010,57.0,Documentary,US,,,,,,,,,G,
1849,tt1631330,Handlebar,Handlebar,2010,61.0,"Comedy,Crime",US,,,,,,,,2010-06-17,,602981.0
1850,tt1631377,Mother of Normandy: The Story of Simone Renaud,Mother of Normandy: The Story of Simone Renaud,2010,68.0,"Documentary,Drama,History",US,,,,,,,,,,
1851,tt1631394,Oneness and Sharing at Out of Africa Wildlife Park,Oneness and Sharing at Out of Africa Wildlife Park,2010,28.0,"Action,Documentary,Family",US,,,,,,,,,,
1852,tt1631405,Pool Party,Pool Party,2010,75.0,"Documentary,History,Music",US,,,,,,,,2010-01-01,,61511.0
1853,tt1631436,Shia of Haiti,Shia of Haiti,2010,44.0,"Biography,Documentary,History",US,,,,,,,,,,
1854,tt1631454,Street Artist,Street Artist,2010,32.0,"Documentary,History",US,,,,,,,,,,
1855,tt1631720,Igual que tú,Igual que tú,2010,56.0,"Documentary,Drama",US,,,,,,,,,,
1856,tt1632481,Care Bears to the Rescue,Care Bears to the Rescue,2010,65.0,"Adventure,Animation,Family",US,,,,,,,,2010-04-03,Not Rated,57277.0
1857,tt1632527,Human Terrain,Human Terrain,2010,82.0,Documentary,US,,,,,,,,2010-04-16,TV-14,
1858,tt1632622,The Choice,The Choice,2010,91.0,Drama,US,,,,18700000.0,,,,,,
1859,tt1632629,The Frappinos,The Frappinos,2010,60.0,"Comedy,Crime,Mystery",US,,,,,,,,,,
1860,tt1632658,Tim Hussey: Running by Sight - A Visual Artist's Journey,Tim Hussey: Running by Sight - A Visual Artist's Journey,2010,44.0,"Biography,Documentary",US,,,,,,,,,,
1861,tt1632674,Twin Geeks: The Zelinski Brothers Unleashed,Twin Geeks: The Zelinski Brothers Unleashed,2010,82.0,Comedy,US,,,,,,,,,Not Rated,
1862,tt1632690,Welcome to My World,Welcome to My World,2010,48.0,"Comedy,Documentary,Family",US,,,,,,,,2010-07-10,,
1863,tt1632702,Bouncing Cats,Bouncing Cats,2010,75.0,"Documentary,Music",US,,,,,,,,2010-04,Not Rated,176750.0
1864,tt1632703,Burzynski,Burzynski,2010,108.0,Documentary,US,,,,,,,,2010-03-20,TV-G,85721.0
1865,tt1632704,Cancer to Capricorn: Path of the Modern Gypsy,Cancer to Capricorn: Path of the Modern Gypsy,2010,45.0,Documentary,US,,,,,,,,2010-04,PG,130223.0
1866,tt1632705,Creed,Creed,2010,77.0,Horror,US,"$37,000,000","$173,567,581",,"$109,767,581",,63800000,,2011,,498716.0
1867,tt1632724,Romeo and Juliet in Yiddish,Romeo and Juliet in Yiddish,2010,92.0,"Comedy,Drama",US,,,,,,,,2011-07-08,Not Rated,105969.0
1868,tt1633204,Hypo,Hypo,2010,65.0,"Comedy,Romance",US,,,,,,,,,,
1869,tt1633267,The Very Worst Thing,The Very Worst Thing,2010,85.0,"Documentary,History,News",US,,,,,,,,2010-02,,
1870,tt1633334,"Coals to Newcastle: The New Mastersounds, from Leeds to New Orleans","Coals to Newcastle: The New Mastersounds, from Leeds to New Orleans",2010,79.0,"Documentary,Music",US,,,,,,,,2010-10-09,Not Rated,269876.0
1871,tt1633341,Dark Crossing,Dark Crossing,2010,,"Action,Drama",US,"{'amount': 1000000.0, 'currency': 'USD'}",,,,,,,2010-04-26,R,309696.0
1872,tt1634082,Unbroken: The Pearl Bluegrass Circle,Unbroken: The Pearl Bluegrass Circle,2010,76.0,"Biography,Documentary,Family",US,,,,,,,,2010-10-03,,
1873,tt1634127,Living It Forever,Living It Forever,2010,77.0,Documentary,US,,,,,,,,2010-04,,
1874,tt1634135,There's Still Hope for Dreams (A Phamaly Story),There's Still Hope for Dreams (A Phamaly Story),2010,60.0,Documentary,US,"{'amount': 10000.0, 'currency': 'USD'}",,,,,,,2010-01-15,,
1875,tt1634300,Role/Play,Role/Play,2010,85.0,"Drama,Romance",US,,,,,,,,2010-06-03,Not Rated,76421.0
1876,tt1634519,The Black Eyed Peas: The E.N.D. World Tour Live,The Black Eyed Peas: The E.N.D. World Tour Live,2010,,"Documentary,Music",US,"{'amount': 1200000.0, 'currency': 'USD'}",,,,,,,2010-03-30,,51968.0
