,tconst,primary_title,original_title,start_year,runtime_minutes,genres,country,budget,ww_gross,ww_currency,domestic_gross_x,domestic_currency,int_gross,int_currency,release_date_x,mpaa_rating,tmdb_id
762,tt1398429,iCrime,iCrime,2010,102.0,Thriller,US,"{'amount': 1000000.0, 'currency': 'USD'}",,,,,,,2011-09-27,Not Rated,165341.0
763,tt1398949,Blank City,Blank City,2010,94.0,Documentary,US,,119929.0,USD,116037.0,USD,3892.0,USD,2011-04-06,Unrated,63143.0
764,tt1398999,Earthling,Earthling,2010,111.0,Sci-Fi,US,,,,,,,,2010-03-14,Not Rated,78088.0
765,tt1399102,Trailerpark,Trailerpark,2010,110.0,Drama,US,"{'amount': 50000.0, 'currency': 'USD'}",,,,,,,2010-03-19,,552471.0
766,tt1399114,The Vinyl Frontier,The Vinyl Frontier,2010,84.0,Documentary,US,,,,,,,,2010,Not Rated,120126.0
767,tt1399125,Wid Winner and the Slipstream,Wid Winner and the Slipstream,2010,50.0,Drama,US,,,,,,,,2010-03-27,,
768,tt1399565,House of Black Wings,House of Black Wings,2010,101.0,Horror,US,,,,,,,,2010-05-25,,352355.0
769,tt1399683,Winter's Bone,Winter's Bone,2010,100.0,"Drama,Mystery",US,"{'amount': 2000000, 'currency': 'USD'}",13796834.0,USD,6531503.0,USD,7265331.0,USD,2010-07-16,R,
770,tt1400335,First Dog,First Dog,2010,90.0,"Comedy,Drama,Family",US,"{'amount': 6000000.0, 'currency': 'USD'}",,,,,,,2010-10-22,TV-PG,57517.0
771,tt1401631,Slime City Massacre,Slime City Massacre,2010,85.0,"Action,Horror,Sci-Fi",US,"{'amount': 50000.0, 'currency': 'USD'}",,,,,,,2010-03-17,TV-14,27547.0
772,tt1401718,How Would You Feel?,How Would You Feel?,2010,80.0,Romance,US,,,,,,,,2010-02-10,,
773,tt1402359,"Old School, New School","Old School, New School",2010,33.0,Documentary,US,"{'amount': 30000.0, 'currency': 'USD'}",,,,,,,2010-09-01,,
774,tt1403177,Hesher,Hesher,2010,106.0,"Comedy,Crime,Drama",US,"{'amount': 7000000, 'currency': 'USD'}",449702.0,USD,382946.0,USD,66756.0,USD,2010-01-22,R,
775,tt1403184,The Invocation,The Invocation,2010,90.0,Documentary,US,,,,,,,,2010-09-01,TV-G,42704.0
776,tt1403210,Orgy of the Damned,Orgy of the Damned,2010,92.0,"Fantasy,Horror,Thriller",US,"{'amount': 250000.0, 'currency': 'USD'}",,,,,,,2016-05-25,Not Rated,276877.0
777,tt1403249,Suicide Dolls,Suicide Dolls,2010,91.0,Drama,US,,,,,,,,2012-07-04,,277749.0
778,tt1403865,True Grit,True Grit,2010,110.0,"Adventure,Drama,Western",US,"{'amount': 38000000, 'currency': 'USD'}",252276927.0,USD,171243005.0,USD,81033922.0,USD,2010-12-22,PG-13,
779,tt1403981,Remember Me,Remember Me,2010,113.0,"Drama,Romance",US,"{'amount': 16000000, 'currency': 'USD'}",56032889.0,USD,19068240.0,USD,36964649.0,USD,2010-03-12,PG-13,
780,tt1403987,Rage,Rage,2010,85.0,"Action,Drama,Horror",US,,,,,,,,2010-05-01,,85566.0
781,tt1403988,The Romantics,The Romantics,2010,95.0,"Comedy,Drama,Romance",US,"{'amount': 4500000.0, 'currency': 'USD'}",191019.0,USD,106524.0,USD,84495.0,USD,2010-01-24,PG-13,
782,tt1404632,Cherry.,Cherry.,2010,98.0,Drama,US,"{'amount': 2000000.0, 'currency': 'USD'}",,,,,,,2011-09-08,Not Rated,252219.0
783,tt1404830,The Bannen Way,The Bannen Way,2010,93.0,"Action,Comedy,Crime",US,,,,,,,,2010-01-06,Not Rated,40655.0
784,tt1405414,Six Days in Paradise,Six Days in Paradise,2010,,"Action,Comedy",US,,,,,,,,2010,,
785,tt1405426,Gone,Gone,2010,75.0,Drama,US,"{'amount': 100000.0, 'currency': 'USD'}",,,11700000.0,,6400000,,2010-04-09,,
786,tt1405500,For Colored Girls,For Colored Girls,2010,133.0,Drama,US,"{'amount': 21000000, 'currency': 'USD'}",37981984.0,USD,37729698.0,USD,252286.0,USD,2010-11-05,R,
787,tt1407055,Violet Tendencies,Violet Tendencies,2010,99.0,"Comedy,Drama,Romance",US,,13304.0,USD,13304.0,USD,,,2010-04-24,Unrated,82622.0
788,tt1407061,Just Wright,Just Wright,2010,100.0,"Comedy,Romance,Sport",US,"$12,000,000",21584424.0,USD,21540363.0,USD,44061.0,USD,2010-05-14,PG,38093.0
789,tt1407071,Public Relations,Public Relations,2010,,Comedy,US,,,,,,,,2010,,363849.0
790,tt1407084,Twelve,Twelve,2010,93.0,"Action,Crime,Drama",US,"{'amount': 5000000, 'currency': 'USD'}",2648195.0,USD,183920.0,USD,2464275.0,USD,2010-08-06,R,
791,tt1407927,180° South,180° South,2010,85.0,"Documentary,Drama,Sport",US,,31745.0,USD,31745.0,USD,,,2010-02-10,PG,39333.0
792,tt1408355,Boys of Summer,Boys of Summer,2010,95.0,Documentary,US,,,,,,,,2010-07-28,TV-G,83398.0
793,tt1408412,Shadowboxing,Shadowboxing,2010,75.0,Drama,US,,,,,,,,2010-08-07,,
794,tt1409004,Bloomington,Bloomington,2010,83.0,Drama,US,,,,,,,,2010-06-23,Not Rated,51736.0
795,tt1409015,Greenlit,Greenlit,2010,50.0,Documentary,US,,,,,,,,2010-03-13,Not Rated,99409.0
796,tt1409734,An Acrid Yarn,An Acrid Yarn,2010,99.0,Thriller,US,,,,,,,,2010-01-01,Not Rated,279750.0
797,tt1410020,Freeway Killer,Freeway Killer,2010,85.0,"Crime,Drama,Thriller",US,"{'amount': 1000000.0, 'currency': 'USD'}",,,,,,,2010-02-16,R,31992.0
798,tt1411276,Ice Castles,Ice Castles,2010,95.0,"Drama,Romance,Sport",US,,,,,,,,2010-02-09,PG,33570.0
799,tt1411762,Pastor Shepherd,Pastor Shepherd,2010,91.0,Comedy,US,,,,,,,,2010-04-16,,262742.0
800,tt1412441,God Willing,God Willing,2010,73.0,Documentary,US,,,,,,,,2010-10,,464011.0
801,tt1412442,Beware the Gonzo,Beware the Gonzo,2010,94.0,"Comedy,Drama,Romance",US,,,,,,,,2011-09-09,TV-14,75090.0
802,tt1412541,Eat Me!,Eat Me!,2010,90.0,"Comedy,Horror",US,"{'amount': 8000.0, 'currency': 'USD'}",,,,,,,2011-03-22,Not Rated,280171.0
803,tt1412697,Biophage,Biophage,2010,72.0,Horror,US,"{'amount': 10000.0, 'currency': 'USD'}",,,,,,,2010-01,Not Rated,99328.0
804,tt1414353,American Mystic,American Mystic,2010,81.0,Documentary,US,,,,,,,,2010-04-22,Not Rated,169554.0
805,tt1414382,You Again,You Again,2010,105.0,"Comedy,Family,Romance",US,"{'amount': 20000000, 'currency': 'USD'}",32054369.0,USD,25702053.0,USD,6352316.0,USD,2010-09-24,PG,
806,tt1415269,Immigration Tango,Immigration Tango,2010,92.0,Comedy,US,"{'amount': 1100000.0, 'currency': 'USD'}",24554.0,USD,24554.0,USD,,,2010-04-17,R,54105.0
807,tt1415284,The Brazen Bull,The Brazen Bull,2010,85.0,Thriller,US,"{'amount': 1000000.0, 'currency': 'USD'}",,,,,,,2010-11-09,R,49346.0
808,tt1416341,Minor League: A Football Story,Minor League: A Football Story,2010,,"Comedy,Drama,Sport",US,,,,,,,,2010,,
809,tt1416343,Texas Frightmare Massacre,Texas Frightmare Massacre,2010,89.0,"Action,Comedy,Horror",US,,,,,,,,2010-04-30,Not Rated,345871.0
810,tt1419006,Fairview St.,Fairview St.,2010,110.0,Drama,US,"{'amount': 30000.0, 'currency': 'USD'}",,,,,,,2010-02-18,,602968.0
811,tt1419453,Blue Bus,Blue Bus,2010,95.0,Comedy,US,,,,,,,,2010,Not Rated,
812,tt1421048,Bloodworth,Provinces of Night,2010,105.0,"Drama,Romance",US,,12971.0,USD,12971.0,USD,,,2011-05-20,R,67198.0
813,tt1421051,Somewhere,Somewhere,2010,97.0,"Comedy,Drama",US,"{'amount': 7000000, 'currency': 'USD'}",14788642.0,USD,1785645.0,USD,13002997.0,USD,2011-01-21,R,
814,tt1421374,Mulberry St.,Mulberry St.,2010,87.0,Documentary,US,,,,,,,,2010-01-01,Not Rated,104964.0
815,tt1422653,Groupie,Groupie,2010,90.0,"Crime,Mystery,Thriller",US,,,,,,,,2010,,44014.0
816,tt1422778,To Be Friends,To Be Friends,2010,92.0,Drama,US,,,,,,,,2010-01-01,Not Rated,270970.0
817,tt1422786,Ultrasuede: In Search of Halston,Ultrasuede: In Search of Halston,2010,85.0,Documentary,US,,11539.0,USD,11539.0,USD,,,2010-04,Not Rated,83479.0
818,tt1422800,Beneath the Dark,Beneath the Dark,2010,102.0,"Mystery,Thriller",US,,,,,,,,2010-03-13,R,49004.0
819,tt1423593,The Imperialists Are Still Alive!,The Imperialists Are Still Alive!,2010,90.0,Drama,US,,5874.0,USD,5874.0,USD,,,2010,Not Rated,93223.0
820,tt1423995,Stone,Stone,2010,105.0,"Drama,Thriller",US,"{'amount': 22000000, 'currency': 'USD'}",10300416.0,USD,1810078.0,USD,8490338.0,USD,2010-10-22,R,
821,tt1424381,Predators,Predators,2010,107.0,"Action,Adventure,Sci-Fi",US,"{'amount': 40000000, 'currency': 'USD'}",127233108.0,USD,52000688.0,USD,75232420.0,USD,2010-07-09,R,
822,tt1424753,Tin Can Sailors Will Not Be Forgotten,Tin Can Sailors Will Not Be Forgotten,2010,55.0,Documentary,US,"{'amount': 12000.0, 'currency': 'USD'}",,,,,,,,Not Rated,
823,tt1425930,Money to Burn,Money to Burn,2010,,"Action,Comedy",US,"{'amount': 2000000.0, 'currency': 'USD'}",,,,,,,2010,,
824,tt1425936,The Truth Shall Set You Free,The Truth Shall Set You Free,2010,,Documentary,US,,,,,,,,2012,,
825,tt1426320,BearCity,BearCity,2010,104.0,"Comedy,Romance",US,,6000.0,USD,6000.0,USD,,,2010-06-11,Not Rated,51764.0
826,tt1426325,Unrivaled,Unrivaled,2010,109.0,"Action,Drama,Sport",US,,,,,,,,2010-03-16,R,34585.0
827,tt1426355,Beer Pong Saved My Life,Beer Pong Saved My Life,2010,,Comedy,US,"{'amount': 700000.0, 'currency': 'USD'}",,,,,,,2010-01-01,,82683.0
828,tt1426386,Lost Angels: Skid Row Is My Home,Lost Angels: Skid Row Is My Home,2010,77.0,"Documentary,News",US,"{'amount': 300000.0, 'currency': 'USD'}",12025.0,USD,12025.0,USD,,,2010-06,Not Rated,145091.0
829,tt1426389,War Machine,War Machine,2010,87.0,"Action,Adventure",US,"{'amount': 12000.0, 'currency': 'USD'}",,,,,,,2010-05-06,Not Rated,339993.0
830,tt1427937,Quitting,Quitting,2010,95.0,Comedy,US,"{'amount': 18000.0, 'currency': 'USD'}",,,,,,,,Not Rated,
831,tt1429382,Alien Opponent,Alien Opponent,2010,92.0,"Action,Comedy,Sci-Fi",US,,,,,,,,2011-08-05,Not Rated,99220.0
832,tt1430064,"1,001 Ways to Enjoy the Missionary Position","1,001 Ways to Enjoy the Missionary Position",2010,83.0,"Comedy,Drama,Sci-Fi",US,,,,,,,,2010-10-28,R,588392.0
833,tt1430131,What Would Jesus Do?,What Would Jesus Do?,2010,94.0,Drama,US,,,,,,,,2010-05-22,PG,58913.0
834,tt1430508,Silverlake Video: The Movie,Silverlake Video: The Movie,2010,89.0,Comedy,US,"{'amount': 275000.0, 'currency': 'USD'}",,,,,,,2010,,
835,tt1430621,The Wild Ones,The Wild Ones,2010,,Documentary,US,,,,,,,,2010,,
836,tt1431133,Perfect Combination,Perfect Combination,2010,92.0,"Comedy,Romance",US,"{'amount': 250000.0, 'currency': 'USD'}",,,,,,,2010-05-04,R,40240.0
837,tt1431160,The Canal Street Madam,The Canal Street Madam,2010,78.0,Documentary,US,,,,,,,,2010-06-18,Not Rated,127800.0
838,tt1432989,Soundtracker,Soundtracker,2010,82.0,Documentary,US,,,,,,,,2010-02-23,Not Rated,163978.0
839,tt1433099,Dancing Across Borders,Dancing Across Borders,2010,88.0,Documentary,US,,66166.0,USD,66166.0,USD,,,2010-03-26,Not Rated,53910.0
840,tt1433108,Faster,Faster,2010,98.0,"Action,Crime,Drama",US,"{'amount': 24000000, 'currency': 'USD'}",35626958.0,USD,23240020.0,USD,12386938.0,USD,2010-11-24,R,
841,tt1433330,Possum Walk,Possum Walk,2010,,"Horror,Romance",US,"{'amount': 200000.0, 'currency': 'USD'}",,,,,,,2010,,107738.0
842,tt1434435,Mother's Day,Mother's Day,2010,112.0,"Drama,Horror,Thriller",US,"{'amount': 11000000.0, 'currency': 'USD'}",863044.0,USD,32500000.0,,863044.0,USD,2010-09-23,R,101669.0
843,tt1434449,Self Helpless,Self Helpless,2010,128.0,Comedy,US,,,,,,,,2010-03,,37290.0
844,tt1434941,Sure Looks Good,Sure Looks Good,2010,87.0,Drama,US,,,,,,,,2010-01-29,NR,71447.0
845,tt1434942,All American Gender Outlaw,All American Gender Outlaw,2010,77.0,Comedy,US,"{'amount': 250000.0, 'currency': 'USD'}",,,,,,,2010,,
846,tt1434944,American Mobster,American Mobster,2010,85.0,"Crime,Drama",US,"{'amount': 500000.0, 'currency': 'USD'}",,,,,,,2012-03-06,,96741.0
847,tt1436031,Firestorm,Firestorm,2010,54.0,Documentary,US,"$19,000,000","$8,123,860",,"$8,123,860",,,,2010,,
848,tt1436036,A Life Ascending,A Life Ascending,2010,58.0,Documentary,US,"{'amount': 350000.0, 'currency': 'USD'}",,,,,,,2010-01-01,Not Rated,291316.0
849,tt1436372,Elle: A Modern Cinderella Tale,Elle: A Modern Cinderella Tale,2010,90.0,"Drama,Family",US,"{'amount': 1000000.0, 'currency': 'USD'}",,,,,,,2010-04,G,56929.0
850,tt1436560,Lovers of Hate,Lovers of Hate,2010,93.0,"Comedy,Drama",US,,,,,,,,2011-02-11,Not Rated,80435.0
851,tt1436564,"Splatter: Love, Honor and Paintball","Splatter: Love, Honor and Paintball",2010,110.0,Comedy,US,"{'amount': 2000000.0, 'currency': 'USD'}",,,,,,,2010-04-05,,
852,tt1437353,Blues of Life,Blues of Life,2010,83.0,Drama,US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,2010-03-28,,
853,tt1437364,Race to Nowhere,Race to Nowhere,2010,85.0,Documentary,US,"{'amount': 500000.0, 'currency': 'USD'}",,,,,,,2010-09-23,PG-13,65103.0
854,tt1438251,The Best and the Brightest,The Best and the Brightest,2010,93.0,Comedy,US,,,,,,,,2010-10-16,R,59419.0
855,tt1440379,Virginia,Virginia,2010,111.0,Drama,US,,12728.0,USD,12728.0,USD,,,2012-05-18,R,102639.0
856,tt1440728,The American,The American,2010,105.0,"Crime,Drama,Thriller",US,"{'amount': 20000000, 'currency': 'USD'}",67876281.0,USD,35606376.0,USD,32269905.0,USD,2010-09-01,R,
857,tt1440731,Assisting Venus,Assisting Venus,2010,,Romance,US,,,,,,,,,,
858,tt1440735,"Cheer Up, Sam","Cheer Up, Sam",2010,90.0,Drama,US,,,,,,,,2010-02-01,Not Rated,157528.0
859,tt1442029,Chow Down,Chow Down,2010,73.0,Documentary,US,,,,,,,,2010,Not Rated,250051.0
860,tt1444252,Terror Trap,Terror Trap,2010,86.0,Thriller,US,"{'amount': 2000000.0, 'currency': 'USD'}",,,,,,,2010,R,48669.0
861,tt1444331,The Incubus,The Incubus,2010,100.0,"Drama,Fantasy,Horror",US,"{'amount': 650000.0, 'currency': 'USD'}",,,,,,,2010-09-10,PG-13,273792.0
862,tt1445202,Bass Ackwards,Bass Ackwards,2010,103.0,"Adventure,Comedy,Drama",US,,,,,,,,2010-01-23,Not Rated,39830.0
863,tt1445204,Katz's: That's All,Katz's: That's All,2010,,Documentary,US,,,,,,,,2010,,
864,tt1445206,Discover the Gift,The Gift,2010,105.0,Documentary,US,"$10,000,000","$44,567,606",,"$12,008,642",,,,2011-06-14,PG,57280.0
865,tt1445207,The Klezmatics: On Holy Ground,The Klezmatics: On Holy Ground,2010,,Documentary,US,,,,,,,,2010-11-06,,
866,tt1445650,Hubristic,Hubristic,2010,75.0,Comedy,US,,,,,,,,,,
867,tt1445729,Cost of a Soul,Cost of a Soul,2010,107.0,"Crime,Drama",US,,,,,,,,2011-05-20,R,72393.0
868,tt1446682,Desert Son,Desert Son,2010,90.0,Drama,US,,,,,,,,2010-03,Not Rated,65996.0
869,tt1446697,MindFlux,MindFlux,2010,53.0,Documentary,US,,,,,,,,2010,,
870,tt1447177,Morristown: A Ballerina Love Story,Morristown: A Ballerina Love Story,2010,87.0,Drama,US,,,,,,,,2010-05-10,,
871,tt1447479,A Marine Story,A Marine Story,2010,98.0,"Crime,Drama,Romance",US,,,,,,,,2010-11-05,Not Rated,46564.0
872,tt1447480,Bones,Bones,2010,88.0,Drama,US,"$10,000,000","$8,378,853",,"$7,316,658",,,,2012-08-21,Not Rated,160210.0
873,tt1447483,When the World Breaks,When the World Breaks,2010,84.0,Documentary,US,"{'amount': 320000.0, 'currency': 'USD'}",,,,,,,2010,TV-PG,321397.0
874,tt1447485,April's Fools,April's Fools,2010,,Drama,US,,,,,,,,2010-04-01,,
875,tt1447793,My Girlfriend's Boyfriend,My Girlfriend's Boyfriend,2010,84.0,"Comedy,Romance",US,1400000.0,$0,,$0,,,,2010-04-24,PG,46198.0
876,tt1448497,Golf in the Kingdom,Golf in the Kingdom,2010,86.0,Drama,US,,,,,,,,2011-07-29,PG,100069.0
877,tt1448762,Open House,Open House,2010,88.0,"Crime,Drama,Thriller",US,,,,,,,,2010-04-24,R,39959.0
878,tt1449379,Caught in the Crossfire,Caught in the Crossfire,2010,85.0,"Action,Crime,Thriller",US,"{'amount': 1000000.0, 'currency': 'USD'}",11850.0,USD,,,11850.0,USD,2010-07-13,R,41042.0
879,tt1449385,Destination: Outer Space,Destination: Outer Space,2010,94.0,"Adventure,Sci-Fi",US,"{'amount': 10000.0, 'currency': 'USD'}",,,,,,,2010-05-25,NR,213155.0
880,tt1449393,The Colonel's Bride,The Colonel's Bride,2010,74.0,Drama,US,,,,,,,,2010-04-13,,
881,tt1449394,The Confidant,The Confidant,2010,90.0,Thriller,US,,,,,,,,2010-08-24,Not Rated,45231.0
882,tt1450140,Unrequited,Unrequited,2010,115.0,"Drama,Thriller",US,"{'amount': 500000.0, 'currency': 'USD'}",,,,,,,2016-01-08,,46356.0
883,tt1450319,Dinosaur Park,Dinosaur Park,2010,85.0,Drama,US,,,,,,,,2010,,
884,tt1450328,Mooz-Lum,Mooz-Lum,2010,94.0,"Drama,Family",US,,369129.0,USD,369129.0,USD,,,2010-09-17,PG-13,66025.0
885,tt1451698,Sixgun,Sixgun,2010,93.0,Drama,US,,,,,,,,2010-10-07,PG-13,68657.0
886,tt1452628,Vanishing on 7th Street,Vanishing on 7th Street,2010,92.0,"Horror,Mystery,Thriller",US,"{'amount': 10000000.0, 'currency': 'USD'}",1671196.0,USD,22729.0,USD,1648467.0,USD,2011-01-07,R,
887,tt1453403,Shadows & Lies,William Vincent,2010,100.0,"Crime,Drama",US,,,,,,,,2010-04-25,R,64832.0
888,tt1453428,Below the Beltway,Below the Beltway,2010,96.0,Comedy,US,"{'amount': 350000.0, 'currency': 'USD'}",,,,,,,2010-04-23,Not Rated,100757.0
889,tt1454099,Followed Home,Followed Home,2010,74.0,Horror,US,,,,,,,,2010-03-03,Not Rated,125268.0
890,tt1454542,Sci-Fi High: The Movie Musical,Sci-Fi High: The Movie Musical,2010,92.0,Musical,US,,,,,,,,2010-04,Not Rated,96431.0
891,tt1455000,Ghost Player,Ghost Player,2010,56.0,,US,"{'amount': 400000.0, 'currency': 'USD'}",,,,,,,2010-04-15,,
892,tt1455256,The Wall,The Wall,2010,78.0,Documentary,US,"{'amount': 100000.0, 'currency': 'USD'}","$4,495,262",,"$1,803,064",,2700000,,2010-04,Not Rated,
893,tt1456060,Boy Wonder,Boy Wonder,2010,93.0,"Action,Crime,Drama",US,,,,,,,,2010-08-12,R,80188.0
894,tt1458175,The Next Three Days,The Next Three Days,2010,133.0,"Action,Crime,Drama",US,"{'amount': 30000000, 'currency': 'USD'}",67448651.0,USD,21148651.0,USD,46300000.0,USD,2010-11-19,PG-13,
895,tt1458476,Script for Sale,Script for Sale,2010,63.0,"Biography,Documentary,Drama",US,,,,,,,,2010-06-05,,
896,tt1458503,Respire,Respire,2010,87.0,"Horror,Thriller",US,,,,,,,,2010-09-03,R,57733.0
897,tt1458927,Lose with English,Lose with English,2010,81.0,"Comedy,Documentary",US,,,,,,,,2011-02-19,,
898,tt1460637,Honeysuckle,Honeysuckle,2010,,Drama,US,,,,,,,,2010,,
899,tt1460660,The New Recruits,The New Recruits,2010,56.0,Documentary,US,"{'amount': 350000.0, 'currency': 'USD'}",,,,,,,,TV-G,
900,tt1460661,The Putt Putt Syndrome,The Putt Putt Syndrome,2010,83.0,"Comedy,Drama",US,,,,,,,,2010-01-01,Not Rated,270957.0
901,tt1460747,A Cockroach Named Henry,A Cockroach Named Henry,2010,62.0,Drama,US,,,,,,,,,,
902,tt1461249,Meskada,Meskada,2010,98.0,"Crime,Drama,Thriller",US,,,,,,,,2010-12-03,R,47902.0
903,tt1461302,What's Up Lovely,What's Up Lovely,2010,69.0,Drama,US,,,,,,,,2010-10-06,Not Rated,42948.0
904,tt1461405,Sedona's Rule,Sedona's Rule,2010,90.0,"Drama,Thriller",US,"{'amount': 225000.0, 'currency': 'USD'}",,,,,,,2011-11-20,R,279774.0
905,tt1461436,William Never Married,William Never Married,2010,,Drama,US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,,,
906,tt1461692,Sing: The Hotel Cafe Tour Documentary,Sing: The Hotel Cafe Tour Documentary,2010,,Documentary,US,,,,,,,,2010-10-10,,
907,tt1462044,Enemies Among Us,Enemies Among Us,2010,76.0,"Action,Drama,Thriller",US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,2010,R,41728.0
908,tt1462053,Leading Ladies,Leading Ladies,2010,102.0,Comedy,US,,,,,,,,2010-07-10,Not Rated,87824.0
909,tt1462054,Letters to God,Letters to God,2010,110.0,"Drama,Family",US,"{'amount': 3000000, 'currency': 'USD'}",3269546.0,USD,2848578.0,USD,420968.0,USD,2010-04-09,PG,
910,tt1462058,Two Gates of Sleep,Two Gates of Sleep,2010,78.0,Drama,US,,,,,,,,2011-04-01,,122665.0
911,tt1462557,Laid Off,Laid Off,2010,89.0,Comedy,US,"{'amount': 3000.0, 'currency': 'USD'}",,,,,,,2009-12,Not Rated,210558.0
912,tt1462715,Vanguard,Vanguard,2010,84.0,Action,US,"{'amount': 110000.0, 'currency': 'USD'}",,,,,,,2010,,
913,tt1462761,Conspiracy X,Conspiracy X,2010,52.0,"Crime,Drama",US,,,,,,,,2010,,
914,tt1463774,Falling Down,Falling Down,2010,124.0,"Action,Drama,Thriller",US,"{'amount': 750000.0, 'currency': 'USD'}",,,,,,,2010-07-25,,
915,tt1464580,Stake Land,Stake Land,2010,98.0,"Drama,Horror,Sci-Fi",US,"{'amount': 650000.0, 'currency': 'USD'}",405380.0,USD,33245.0,USD,372135.0,USD,2010-10-01,R,
916,tt1464590,The Weathered Underground,The Weathered Underground,2010,310.0,"Action,Adventure,Comedy",US,,140091.0,USD,140091.0,USD,,,2010-01-26,,294609.0
917,tt1464606,You're So Cupid!,You're So Cupid!,2010,93.0,"Family,Fantasy,Romance",US,,,,,,,,2010-02-12,G,77235.0
918,tt1464736,Broken Dreams,Broken Dreams,2010,,Drama,US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,2010-06-27,,211234.0
919,tt1465475,Arias with a Twist,Arias with a Twist,2010,88.0,Documentary,US,,,,,,,,2010-04-23,,313022.0
920,tt1465477,Confession,Confession,2010,70.0,"Action,Drama",US,,,,,,,,2010-07-02,Not Rated,
921,tt1465504,Railroad to Nowhere,Railroad to Nowhere,2010,,Documentary,US,,,,,,,,2010-02-01,,
922,tt1465519,Caged Animal,The Wrath of Cain,2010,84.0,"Action,Drama",US,,,,,,,,2010-12-07,R,44752.0
923,tt1466068,The Lake Effect,The Lake Effect,2010,,"Comedy,Drama",US,,,,,,,,2010,,114588.0
924,tt1466069,The Prospects,The Prospects,2010,79.0,Comedy,US,,,,,,,,2011-03-22,,99904.0
925,tt1466072,William S. Burroughs: A Man Within,William S. Burroughs: A Man Within,2010,87.0,Documentary,US,"{'amount': 160000.0, 'currency': 'USD'}",46380.0,USD,46380.0,USD,,,2010-01-22,Not Rated,47753.0
926,tt1466459,Delicious Peace Grows in a Ugandan Coffee Bean,Delicious Peace Grows in a Ugandan Coffee Bean,2010,40.0,"Documentary,History,News",US,,,,,,,,2010-06-04,,185343.0
927,tt1467041,Rabbit Fever,Rabbit Fever,2010,85.0,Documentary,US,,,,,,,,2012-09-12,Not Rated,434778.0
928,tt1468372,The Tear,The Tear,2010,,Drama,US,"{'amount': 1200000.0, 'currency': 'USD'}",,,,,,,,,
929,tt1468381,Undocumented,Undocumented,2010,96.0,Horror,US,"{'amount': 1400000.0, 'currency': 'USD'}",,,,,,,2010-09,Not Rated,74008.0
930,tt1468387,What If...,What If...,2010,111.0,"Drama,Family,Fantasy",US,,814906.0,USD,814906.0,USD,,,2010-03-28,PG,42950.0
931,tt1468703,Bear,Bear,2010,78.0,"Action,Adventure,Drama",US,"{'amount': 100000.0, 'currency': 'USD'}",,,,,,,2010-06-04,R,44224.0
932,tt1468710,Crooked Lane,Crooked Lane,2010,,Drama,US,,,,,,,,2010,,
933,tt1468737,Stranger Things,Stranger Things,2010,77.0,Drama,US,,,,,,,,2013-06-11,Not Rated,182026.0
934,tt1468741,The Aspern Papers,The Aspern Papers,2010,85.0,Drama,US,,,,,,,,2010-10-23,Not Rated,328510.0
935,tt1468745,The Camera's Eye,The Camera's Eye,2010,,"Horror,Thriller",US,"{'amount': 125000.0, 'currency': 'USD'}",,,,,,,2010,,216094.0
936,tt1469273,Dad's in Heaven with Nixon,Dad's in Heaven with Nixon,2010,86.0,Documentary,US,,,,,,,,2010-04-06,Not Rated,114614.0
937,tt1469387,The Road to Freedom,The Road to Freedom,2010,93.0,"Adventure,Drama,History",US,"{'amount': 1000000.0, 'currency': 'USD'}",,,,,,,2011-09-30,R,72844.0
938,tt1469880,Industrial Tsunami,Industrial Tsunami,2010,,Documentary,US,"{'amount': 500000.0, 'currency': 'USD'}",,,,,,,2010-04-10,,
939,tt1470020,Redemption Road,Redemption Road,2010,95.0,Drama,US,"{'amount': 2300000, 'currency': 'USD'}",29384.0,USD,29384.0,USD,,,2010-04-17,PG-13,74457.0
940,tt1470023,MacGruber,MacGruber,2010,90.0,"Action,Comedy,Romance",US,"{'amount': 10000000, 'currency': 'USD'}",9322895.0,USD,8525600.0,USD,797295.0,USD,2010-05-21,R,
941,tt1470172,Hanna's Gold,Hanna's Gold,2010,92.0,"Adventure,Family",US,,,,,,,,2010,PG,97932.0
942,tt1470572,It's a Dog Gone Tale: Destiny's Stand,It's a Dog Gone Tale: Destiny's Stand,2010,90.0,,US,"{'amount': 50000.0, 'currency': 'USD'}",,,,,,,2010,Not Rated,
943,tt1470859,Girlfriend,Girlfriend,2010,94.0,Drama,US,,,,,,,,2011-07-15,Not Rated,46509.0
944,tt1470899,One Down,One Down,2010,72.0,"Crime,Drama,Thriller",US,,,,,,,,2010-02-02,,
945,tt1470910,Rising Stars,Rising Stars,2010,90.0,"Drama,Family",US,,,,,,,,2010-10-22,PG,45784.0
946,tt1471181,Man Zou: Beijing to Shanghai,Man Zou: Beijing to Shanghai,2010,86.0,"Adventure,Documentary,News",US,,,,,,,,2010-12-02,,
947,tt1471237,Professional Drum Shop's 50 Years,Professional Drum Shop's 50 Years,2010,65.0,"Documentary,History",US,,,,,,,,2010-10-01,,
948,tt1472195,The Violent Kind,The Violent Kind,2010,85.0,Horror,US,"{'amount': 1000000.0, 'currency': 'USD'}",,,,,,,2010-01-25,R,56529.0
