,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross,mpaa_rating,month
2949,tt4261326,2307: Winter's Dream,2016,101.0,Sci-Fi,"{'amount': 1200000.0, 'currency': 'USD'}",5078.0,,4.0
2950,tt4265508,Amateur Night,2016,92.0,Comedy,,62933.0,Not Rated,8.0
2951,tt4266638,Krisha,2015,83.0,Drama,,144822.0,R,3.0
2952,tt4266910,Art Bastard,2016,82.0,"Biography,Comedy,Documentary",,19600.0,,3.0
2953,tt4270516,Grandma,2015,79.0,"Comedy,Drama","{'amount': 600000, 'currency': 'USD'}",7205073.0,R,9.0
2954,tt4273326,The Professor: Tai Chi's Journey West,2016,72.0,Documentary,,2852.0,PG,5.0
2955,tt4276112,Breaking a Monster,2015,92.0,"Biography,Documentary,Drama",,4212.0,Not Rated,6.0
2956,tt4276820,The Founder,2016,115.0,"Biography,Drama,History","{'amount': 25000000.0, 'currency': 'USD'}",24121245.0,PG-13,1.0
2957,tt4283892,Chasing Trane: The John Coltrane Documentary,2016,99.0,"Biography,Documentary,Music",,406910.0,Not Rated,4.0
2958,tt4288636,James White,2015,85.0,Drama,,101368.0,R,11.0
2959,tt4294968,The Forlorned,2017,86.0,Horror,,13522.0,NR,10.0
2960,tt4294970,I Believe,2017,89.0,Family,,55052.0,G,11.0
2961,tt4296800,Ladrones,2015,97.0,Comedy,"{'amount': 3000000.0, 'currency': 'USD'}",3504414.0,PG-13,10.0
2962,tt4302938,Kubo and the Two Strings,2016,101.0,"Action,Adventure,Animation","{'amount': 60000000, 'currency': 'USD'}",76249438.0,PG,8.0
2963,tt4305148,Lovesong,2016,84.0,"Drama,Romance",,10626.0,Not Rated,2.0
2964,tt4314716,Darkness Rising,2017,81.0,Horror,,12198.0,Unrated,6.0
2965,tt4316236,The Black Panthers: Vanguard of the Revolution,2015,115.0,"Documentary,History",,584109.0,Not Rated,1.0
2966,tt4322510,Vince Giordano: There's a Future in the Past,2016,90.0,"Biography,Documentary,History",,14807.0,,4.0
2967,tt4323370,Survivors Guide to Prison,2018,102.0,Documentary,,8982.0,TV-MA,2.0
2968,tt4323536,The Emperor's New Clothes,2015,101.0,Documentary,,50539.0,Unrated,12.0
2969,tt4323568,Shot,2017,89.0,Drama,,4701.0,Not Rated,9.0
2970,tt4325644,Union,2018,135.0,"Drama,History,War","{'amount': 500000.0, 'currency': 'USD'}",41656.0,PG-13,8.0
2971,tt4329394,Alive and Kicking,2016,88.0,"Documentary,History,Music",,68485.0,Not Rated,4.0
2972,tt4334266,The Bad Batch,2016,118.0,"Drama,Horror,Romance","{'amount': 6000000.0, 'currency': 'USD'}",201890.0,R,6.0
2973,tt4337690,90 Minutes in Heaven,2015,121.0,Drama,"{'amount': 5000000, 'currency': 'USD'}",4842699.0,PG-13,9.0
2974,tt4340720,Echo Effect,2015,88.0,"Action,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",49286.0,R,9.0
2975,tt4341582,Queen of Katwe,2016,124.0,"Biography,Drama,Sport","{'amount': 15000000, 'currency': 'USD'}",10367161.0,PG,9.0
2976,tt4344272,Up on the Wooftop,2015,75.0,Family,,258425.0,Not Rated,11.0
2977,tt4351548,Bomb City,2017,95.0,"Crime,Drama",,59329.0,TV-MA,3.0
2978,tt4352408,David and Goliath,2016,75.0,"Action,Adventure,Drama",,1598.0,,10.0
2979,tt4353250,The Last Black Man in San Francisco,2019,120.0,Drama,,4637830.0,R,6.0
2980,tt4357714,The Sex Trip,2017,90.0,"Comedy,Fantasy",,14178.0,,8.0
2981,tt4361050,Ouija: Origin of Evil,2016,99.0,"Drama,Horror,Mystery","{'amount': 9000000, 'currency': 'USD'}",81705746.0,PG-13,10.0
2982,tt4364194,The Peanut Butter Falcon,2019,93.0,Adventure,"{'amount': 6200000, 'currency': 'USD'}",133031473.0,PG-13,8.0
2983,tt4365566,Ghost House,2017,89.0,"Horror,Thriller",,1004155.0,,8.0
2984,tt4372240,78/52,2017,91.0,Documentary,,46838.0,Not Rated,10.0
2985,tt4372736,Because Of Grácia,2017,107.0,"Comedy,Drama,Romance","{'amount': 1200000.0, 'currency': 'USD'}",90878.0,PG-13,9.0
2986,tt4374502,The Ghosts of Johnson Woods,2015,80.0,"Horror,Thriller","{'amount': 60000.0, 'currency': 'USD'}",3000.0,,11.0
2987,tt4381236,The Greasy Strangler,2016,93.0,"Comedy,Horror",,67427.0,Unrated,10.0
2988,tt4382330,Swim Team,2016,90.0,"Documentary,Drama,Family",,16783.0,Not Rated,7.0
2989,tt4382618,Station to Station,2015,71.0,"Documentary,Drama",,9000.0,TV-G,1.0
2990,tt4382824,Army of One,2016,92.0,"Adventure,Biography,Comedy",,372194.0,R,11.0
2991,tt4382872,Extraction,2015,92.0,"Action,Adventure,Crime","{'amount': 12000000.0, 'currency': 'USD'}",710636.0,R,12.0
2992,tt4385026,Providence,2016,79.0,"Drama,Romance",,8840.0,,2.0
2993,tt4385888,20th Century Women,2016,119.0,"Comedy,Drama","{'amount': 7000000.0, 'currency': 'USD'}",7214806.0,R,1.0
2994,tt4392770,Always Shine,2016,85.0,"Drama,Thriller",,17102.0,Unrated,11.0
2995,tt4393036,Emily,2017,83.0,Drama,"{'amount': 19000.0, 'currency': 'USD'}",3982.0,Not Rated,1.0
2996,tt4400994,The Ballad of Lefty Brown,2017,111.0,"Action,Drama,Western","{'amount': 8000000.0, 'currency': 'USD'}",7856.0,R,12.0
2997,tt4411618,In Dubious Battle,2016,110.0,Drama,"{'amount': 15000000.0, 'currency': 'USD'}",213982.0,R,2.0
2998,tt4414438,It Had to Be You,2015,85.0,"Comedy,Music,Romance",,7162.0,R,10.0
2999,tt4417402,'85: The Greatest Team in Pro Football History,2016,90.0,Sport,"{'amount': 650000.0, 'currency': 'USD'}",124573.0,PG-13,10.0
3000,tt4419364,Holidays,2016,105.0,"Fantasy,Horror,Mystery",,55621.0,Not Rated,4.0
3001,tt4422656,Can You Dig This,2015,80.0,"Documentary,Drama,Family",,15909.0,TV-14,6.0
3002,tt4424722,7 Witches,2017,75.0,"Horror,Thriller",,31100.0,Not Rated,4.0
3003,tt4425064,Steve Jobs: The Man in the Machine,2015,128.0,"Biography,Documentary",,494506.0,R,9.0
3004,tt4425148,Life in a Walk,2015,76.0,"Adventure,Documentary,Family",,16557.0,TV-PG,12.0
3005,tt4425200,John Wick: Chapter 2,2017,122.0,"Action,Crime,Thriller","{'amount': 40000000.0, 'currency': 'USD'}",171547802.0,R,2.0
3006,tt4437216,Goat,2016,96.0,Drama,,23020.0,R,9.0
3007,tt4438848,Neighbors 2: Sorority Rising,2016,92.0,Comedy,"{'amount': 35000000.0, 'currency': 'USD'}",108007109.0,R,5.0
3008,tt4439102,Officer Downe,2016,88.0,"Action,Comedy,Sci-Fi",,850.0,R,11.0
3009,tt4442130,Wild Horses,2015,100.0,"Crime,Drama,Western",,9867.0,R,6.0
3010,tt4442604,Donald Cried,2016,85.0,"Comedy,Drama",,61406.0,Not Rated,3.0
3011,tt4444798,Desolation,2017,90.0,Thriller,,18490.0,TV-MA,2.0
3012,tt4450396,My Little Pony: Equestria Girls - Friendship Games,2015,72.0,"Animation,Family,Fantasy",,222840.0,TV-Y,9.0
3013,tt4454078,Supercon,2018,100.0,"Action,Comedy","{'amount': 5500000.0, 'currency': 'USD'}",3982.0,R,4.0
3014,tt4457344,Dave Made a Maze,2017,80.0,"Adventure,Comedy,Horror",,34117.0,Not Rated,8.0
3015,tt4458946,The Demon Inside,2017,95.0,"Horror,Thriller","{'amount': 50000.0, 'currency': 'USD'}",949386.0,,5.0
3016,tt4462082,Counting,2015,111.0,Documentary,"{'amount': 50000.0, 'currency': 'USD'}",8374.0,Not Rated,7.0
3017,tt4464394,The Gracefield Incident,2017,89.0,"Action,Horror,Mystery",,102256.0,PG-13,7.0
3018,tt4465564,Fifty Shades Darker,2017,118.0,"Drama,Romance","{'amount': 55000000, 'currency': 'USD'}",381545846.0,R,2.0
3019,tt4468634,Certain Women,2016,107.0,Drama,2000000.0,1531261.0,R,1.0
3020,tt4469200,The Dog Who Saved Summer,2015,89.0,Family,,50806.0,PG,6.0
3021,tt4469850,Arlo: The Burping Pig,2016,80.0,Family,"{'amount': 1000000.0, 'currency': 'USD'}",4539.0,G,11.0
3022,tt4477536,Fifty Shades Freed,2018,105.0,"Drama,Romance,Thriller","{'amount': 55000000, 'currency': 'USD'}",371987838.0,R,2.0
3023,tt4481414,Gifted,2017,101.0,Drama,"{'amount': 7000000, 'currency': 'USD'}",43069254.0,PG-13,4.0
3024,tt4481514,The House,2017,88.0,"Comedy,Crime","{'amount': 40000000, 'currency': 'USD'}",34184504.0,R,6.0
3025,tt4485246,Danny Says,2015,105.0,"Animation,Biography,Documentary","{'amount': 700000.0, 'currency': 'USD'}",44213.0,Unrated,9.0
3026,tt4486728,Saved by Grace,2016,85.0,Drama,,11172.0,PG,1.0
3027,tt4486986,All I See Is You,2016,109.0,"Drama,Mystery,Romance","{'amount': 30000000, 'currency': 'USD'}",678150.0,R,10.0
3028,tt4489180,Winning Formula,2015,93.0,"Comedy,Crime,Mystery",,22189.0,Not Rated,6.0
3029,tt4494094,Search Engines,2016,98.0,"Comedy,Drama,Family",,19033.0,Not Rated,3.0
3030,tt4497338,Interrogation,2016,93.0,"Action,Thriller",,28184.0,R,9.0
3031,tt4500922,Maze Runner: The Death Cure,2018,143.0,"Action,Sci-Fi,Thriller","{'amount': 62000000, 'currency': 'USD'}",288175335.0,PG-13,1.0
3032,tt4501244,Why Him?,2016,111.0,Comedy,"{'amount': 38000000, 'currency': 'USD'}",118102725.0,R,12.0
3033,tt4501454,The Meddler,2015,103.0,"Comedy,Drama,Romance","{'amount': 3200000.0, 'currency': 'USD'}",5425148.0,PG-13,4.0
3034,tt4503598,Emelie,2015,82.0,"Horror,Thriller",,6147.0,Not Rated,3.0
3035,tt4504040,A Ballerina's Tale,2015,85.0,Documentary,,131995.0,Unrated,10.0
3036,tt4504044,The Prodigy,2019,92.0,"Horror,Thriller","{'amount': 6000000, 'currency': 'USD'}",21150265.0,R,2.0
3037,tt4506722,The Armor of Light,2015,88.0,"Documentary,News",,12267.0,PG-13,10.0
3038,tt4510398,4Got10,2015,84.0,"Action,Thriller,Western",,43798.0,Not Rated,9.0
3039,tt4511566,Navy Seals vs. Zombies,2015,97.0,"Action,Horror",,56191.0,Not Rated,10.0
3040,tt4513316,Novitiate,2017,123.0,Drama,,580346.0,R,1.0
3041,tt4513674,Café Society,2016,96.0,"Comedy,Drama,Romance","{'amount': 30000000.0, 'currency': 'USD'}",43763247.0,PG-13,8.0
3042,tt4514646,"Tim Timmerman, Hope of America",2017,94.0,"Comedy,Romance",,97727.0,PG-13,3.0
3043,tt4516352,Bethany,2017,90.0,Horror,,31442.0,,4.0
3044,tt4520364,Morgan,2016,92.0,"Action,Horror,Sci-Fi","{'amount': 8000000, 'currency': 'USD'}",8809407.0,R,9.0
3045,tt4526922,The Unknowns,2016,85.0,Documentary,"{'amount': 15000, 'currency': 'USD'}",51035.0,,5.0
3046,tt4530422,Overlord,2018,110.0,"Action,Adventure,Horror","{'amount': 38000000, 'currency': 'USD'}",41657844.0,R,11.0
3047,tt4530884,I Spit on Your Grave 3: Vengeance Is Mine,2015,92.0,"Horror,Thriller",,144661.0,Unrated,11.0
3048,tt4532038,War with Grandpa,2019,141.0,"Comedy,Family",18000000.0,40743350.0,PG,10.0
3049,tt4532818,Sophie and the Rising Sun,2016,105.0,Drama,,34630.0,R,1.0
3050,tt4532826,Robin Hood,2018,116.0,"Action,Adventure,Thriller","{'amount': 100000000, 'currency': 'USD'}",86493046.0,PG-13,11.0
3051,tt4537896,White Boy Rick,2018,111.0,"Crime,Drama","{'amount': 29000000, 'currency': 'USD'}",25957482.0,R,9.0
3052,tt4540326,Buried,2011,95.0,Thriller,"{'amount': 0.0, 'currency': 'USD'}",19100000.0,R,6.0
3053,tt4547194,I Kill Giants,2017,106.0,"Drama,Fantasy,Thriller","{'amount': 15100000.0, 'currency': 'USD'}",342558.0,Not Rated,3.0
3054,tt4550098,Nocturnal Animals,2016,116.0,"Drama,Thriller","{'amount': 22500000.0, 'currency': 'USD'}",30311857.0,R,12.0
3055,tt4556370,Altitude,2017,88.0,"Action,Crime,Thriller",,34174.0,R,10.0
3056,tt4557208,Armed Response,2017,93.0,"Action,Horror,Thriller",,52036.0,R,8.0
3057,tt4558200,Crown Vic,2019,100.0,"Action,Crime,Drama","{'amount': 3600000.0, 'currency': 'USD'}",3868.0,R,12.0
3058,tt4560436,Mile 22,2018,94.0,"Action,Adventure,Thriller","{'amount': 50000000, 'currency': 'USD'}",66308758.0,R,8.0
3059,tt4565400,Child Eater,2016,82.0,Horror,,4422.0,,10.0
3060,tt4572792,The Book of Henry,2017,105.0,"Crime,Drama,Thriller","{'amount': 10000000.0, 'currency': 'USD'}",4596705.0,PG-13,6.0
3061,tt4573516,Sleight,2016,89.0,"Action,Drama,Sci-Fi","{'amount': 250000, 'currency': 'USD'}",3989705.0,R,4.0
3062,tt4578598,Behind the Walls,2018,91.0,Horror,,37971.0,R,2.0
3063,tt4580044,Nana,2016,100.0,"Documentary,History,War",,2784.0,,11.0
3064,tt4581734,Ribbons,2016,95.0,Thriller,,27959.0,R,6.0
3065,tt4585080,The Heart of Man,2017,76.0,Documentary,"{'amount': 850000.0, 'currency': 'USD'}",138028.0,PG-13,9.0
3066,tt4586626,Showdown in Manila,2016,86.0,Action,,622787.0,,1.0
3067,tt4587656,The Star,2017,86.0,"Adventure,Animation,Comedy","{'amount': 20000000, 'currency': 'USD'}",62856743.0,PG,11.0
3068,tt4587780,Unleashed,2016,96.0,"Comedy,Fantasy,Romance",,144718.0,TV-14,8.0
3069,tt4590092,I Love You Both,2016,90.0,"Comedy,Drama",,4661.0,Not Rated,6.0
3070,tt4594834,Chi-Raq,2015,127.0,"Comedy,Crime,Drama",,2719699.0,R,12.0
3071,tt4595882,Can You Ever Forgive Me?,2018,106.0,"Biography,Comedy,Crime","{'amount': 10000000.0, 'currency': 'USD'}",12442161.0,R,9.0
3072,tt4602066,The Catcher Was a Spy,2018,98.0,"Biography,Drama,War","{'amount': 14000000.0, 'currency': 'USD'}",953953.0,R,6.0
3073,tt4604496,Men Go to Battle,2015,98.0,"Comedy,Drama,History",,18006.0,,9.0
3074,tt4608626,Adrift,2015,85.0,Romance,"{'amount': 30000.0, 'currency': 'USD'}",59900000.0,,
3075,tt4616250,The Perfect Weapon,2016,88.0,"Action,Drama,Sci-Fi","{'amount': 6000000.0, 'currency': 'USD'}",15436.0,Not Rated,9.0
3076,tt4622340,Curious George 3: Back to the Jungle,2015,81.0,"Adventure,Animation,Comedy",,1313940.0,G,6.0
3077,tt4624424,Storks,2016,87.0,"Adventure,Animation,Comedy","{'amount': 70000000, 'currency': 'USD'}",183388953.0,PG,9.0
3078,tt4625840,Spices of Liberty,2016,115.0,"Drama,Family,Romance",,13463.0,PG,10.0
3079,tt4630158,A Space Program,2015,72.0,"Adventure,Documentary,Drama",,13739.0,,3.0
3080,tt4630444,Being Charlie,2015,97.0,"Drama,Romance","{'amount': 3000000.0, 'currency': 'USD'}",32964.0,R,5.0
3081,tt4631048,The Texture of Falling,2018,75.0,Drama,"{'amount': 200000.0, 'currency': 'USD'}",5010.0,,6.0
3082,tt4632316,Gleason,2016,110.0,Documentary,,583664.0,R,7.0
3083,tt4633036,Generation Found,2016,85.0,Documentary,,151751.0,Not Rated,8.0
3084,tt4633340,Mr. Chibbs,2017,86.0,Documentary,,8302.0,G,5.0
3085,tt4633662,The Charnel House,2016,90.0,"Horror,Thriller",,6332.0,R,11.0
3086,tt4633690,Shot Caller,2017,121.0,"Crime,Drama,Thriller",,3440362.0,R,8.0
3087,tt4633694,Spider-Man: Into the Spider-Verse,2018,117.0,"Action,Adventure,Animation","{'amount': 90000000.0, 'currency': 'USD'}",375540831.0,PG,12.0
3088,tt4637878,"A Woman, a Part",2016,97.0,Drama,,23562.0,Not Rated,3.0
3089,tt4638148,Braid,2018,82.0,"Horror,Mystery,Thriller",,80745.0,R,4.0
3090,tt4642044,Riot,2015,87.0,Action,,124358.0,Not Rated,11.0
3091,tt4645358,Who Will Write Our History,2018,95.0,"Documentary,History","{'amount': 1500000.0, 'currency': 'USD'}",138868.0,,7.0
3092,tt4649416,Almost Christmas,2016,111.0,"Comedy,Drama","{'amount': 17000000, 'currency': 'USD'}",42580920.0,PG-13,11.0
3093,tt4651520,Bad Moms,2016,100.0,Comedy,"{'amount': 20000000, 'currency': 'USD'}",183936074.0,R,7.0
3094,tt4652650,Please Stand By,2017,93.0,"Comedy,Drama",,406732.0,PG-13,1.0
3095,tt4656396,El camino más largo,2016,88.0,Musical,,7013.0,,3.0
3096,tt4660172,Brave New Jersey,2016,86.0,Comedy,,16544.0,TV-MA,8.0
3097,tt4662420,All Nighter,2017,86.0,"Comedy,Drama",,96162.0,R,3.0
3098,tt4663548,All Saints,2017,108.0,Drama,"{'amount': 2000000, 'currency': 'USD'}",5949446.0,PG,8.0
3099,tt4667094,Fifty Shades of Black,2016,92.0,Comedy,"{'amount': 5000000.0, 'currency': 'USD'}",22227514.0,R,1.0
3100,tt4669186,Kevin Hart: What Now?,2016,96.0,"Comedy,Documentary","{'amount': 9900000, 'currency': 'USD'}",23591043.0,R,10.0
3101,tt4669204,Tap World,2015,72.0,"Documentary,History,Music",,26747.0,Not Rated,7.0
3102,tt4669252,Georgetown,2019,99.0,"Biography,Crime,Drama",,2132.0,R,5.0
3103,tt4669264,Beirut,2018,109.0,"Drama,Thriller",,7509436.0,R,4.0
3104,tt4669296,Lords of Chaos,2018,118.0,"Biography,Drama,Horror",,365353.0,R,2.0
3105,tt4669788,On the Basis of Sex,2018,120.0,"Biography,Drama","{'amount': 20000000.0, 'currency': 'USD'}",38755900.0,PG-13,1.0
3106,tt4677924,Woodshock,2017,100.0,"Drama,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",43682.0,R,9.0
3107,tt4682136,The Seagull,2018,98.0,"Comedy,Drama,Romance",,1820461.0,PG-13,4.0
3108,tt4682786,Collateral Beauty,2016,97.0,"Drama,Romance","{'amount': 36000000, 'currency': 'USD'}",88528280.0,PG-13,12.0
3109,tt4683668,Harold and Lillian: A Hollywood Love Story,2015,94.0,"Biography,Documentary",,78301.0,,11.0
3110,tt4685806,The Con Is On,2018,90.0,Comedy,"{'amount': 13000000.0, 'currency': 'USD'}",221359.0,R,5.0
3111,tt4685940,Discarnate,2018,84.0,"Horror,Thriller",,13723.0,Not Rated,3.0
3112,tt4687276,Range 15,2016,89.0,"Action,Comedy,Horror","{'amount': 1000000.0, 'currency': 'USD'}",621738.0,TV-MA,6.0
3113,tt4687782,No Greater Love,2015,94.0,Documentary,,30247.0,TV-14,11.0
3114,tt4694544,Once Upon a Time in Venice,2017,94.0,"Comedy,Crime,Mystery",,855888.0,Not Rated,6.0
3115,tt4695012,It Comes at Night,2017,91.0,"Horror,Mystery","{'amount': 5000000.0, 'currency': 'USD'}",19735344.0,R,6.0
3116,tt4699130,Saturday's Warrior,2016,120.0,Musical,,744046.0,PG,4.0
3117,tt4700756,Believe,2016,119.0,Drama,"{'amount': 3500000.0, 'currency': 'USD'}",890303.0,PG,12.0
3118,tt4703182,Camp Cool Kids,2017,104.0,Family,1000000.0,5199.0,TV-PG,7.0
3119,tt4712076,The Long Dumb Road,2018,90.0,Comedy,,4667.0,R,11.0
3120,tt4715356,Money,2016,86.0,"Crime,Mystery,Thriller",,3041.0,R,6.0
3121,tt4717208,Cops and Robbers,2017,88.0,Action,"{'amount': 5500000.0, 'currency': 'USD'}",19224.0,R,12.0
3122,tt4720702,Bushwick,2017,94.0,"Action,Adventure",,79888.0,TV-MA,8.0
3123,tt4729990,Slash,2016,100.0,"Comedy,Fantasy,Romance",,5902.0,Not Rated,12.0
3124,tt4731136,A Cure for Wellness,2016,146.0,"Drama,Fantasy,Horror","{'amount': 40000000, 'currency': 'USD'}",26620002.0,R,2.0
3125,tt4733536,American Hero,2015,86.0,"Action,Comedy,Drama","{'amount': 990000.0, 'currency': 'USD'}",51824.0,Not Rated,12.0
3126,tt4742670,The von Trapp Family: A Life of Music,2015,98.0,"Biography,Drama,Family","{'amount': 17000000.0, 'currency': 'USD'}",99967.0,Not Rated,11.0
3127,tt4761916,Unfriended: Dark Web,2018,92.0,"Crime,Horror,Mystery","{'amount': 1000000, 'currency': 'USD'}",16024987.0,R,7.0
3128,tt4765284,Pitch Perfect 3,2017,93.0,"Comedy,Music","{'amount': 45000000, 'currency': 'USD'}",185400345.0,PG-13,12.0
3129,tt4772418,Gringo,2015,89.0,Comedy,"{'amount': 3000.0, 'currency': 'USD'}",11000000.0,,12.0
3130,tt4776564,Swap,2016,91.0,"Action,Sci-Fi,Thriller","{'amount': 22400000.0, 'currency': 'USD'}",10857.0,Not Rated,3.0
3131,tt4778988,LBJ,2016,98.0,"Biography,Drama,History","{'amount': 26000000.0, 'currency': 'USD'}",2510151.0,R,11.0
3132,tt4779682,The Meg,2018,113.0,"Action,Horror,Sci-Fi","{'amount': 130000000, 'currency': 'USD'}",530259473.0,PG-13,8.0
3133,tt4781612,Imperium,2016,109.0,"Crime,Drama,Thriller",,282817.0,R,8.0
3134,tt4786282,Lights Out,2016,81.0,"Drama,Horror,Mystery","{'amount': 4900000, 'currency': 'USD'}",148868835.0,PG-13,7.0
3135,tt4792524,Bad Grandmas,2017,92.0,"Action,Comedy,Crime",,17688.0,,10.0
3136,tt4796122,Satanic,2016,85.0,Horror,,349183.0,R,7.0
3137,tt4797082,Making Rounds,2015,64.0,Documentary,,1484.0,,10.0
3138,tt4799050,Rough Night,2017,101.0,"Comedy,Crime,Thriller","{'amount': 20000000, 'currency': 'USD'}",47347283.0,R,6.0
3139,tt4799066,Midnight Sun,2018,91.0,"Drama,Romance","{'amount': 2800000.0, 'currency': 'USD'}",27365467.0,PG-13,3.0
3140,tt4801232,In Search of Fellini,2017,93.0,"Adventure,Drama,Romance",,25269.0,R,9.0
3141,tt4807408,The Best of Enemies,2019,133.0,"Biography,Drama,History","{'amount': 10000000, 'currency': 'USD'}",10209813.0,PG-13,4.0
3142,tt4814760,Here Alone,2016,98.0,"Drama,Horror,Sci-Fi",,25043.0,Not Rated,4.0
3143,tt4817466,Zilla and Zoe,2017,104.0,Comedy,,39003.0,Not Rated,10.0
3144,tt4819510,Chicken People,2016,83.0,"Comedy,Documentary,Family",,71723.0,,9.0
3145,tt4820284,Obit.,2016,93.0,Documentary,,315049.0,,4.0
3146,tt4824302,Mother's Day,2016,118.0,"Comedy,Drama,Romance","{'amount': 25000000, 'currency': 'USD'}",48782670.0,PG-13,4.0
3147,tt4824308,God's Not Dead 2,2016,120.0,Drama,"{'amount': 5000000.0, 'currency': 'USD'}",24487848.0,PG,4.0
3148,tt4824316,Armed,2018,118.0,"Action,Thriller",,3948.0,R,9.0
3149,tt4831810,The Loner,2016,103.0,"Action,Crime,Mystery",,6634.0,,4.0
3150,tt4832640,Sultan,2016,170.0,"Action,Drama,Sport","{'amount': 13430000, 'currency': 'USD'}",98251790.0,Not Rated,7.0
3151,tt4838334,The Fight Within,2016,94.0,"Action,Romance,Sport",,94326.0,PG-13,8.0
3152,tt4843358,Remember Me,2016,85.0,Comedy,,56100000.0,Not Rated,11.0
3153,tt4843618,Badsville,2017,97.0,"Action,Drama,Romance",,4153.0,,4.0
3154,tt4843750,Papa,2018,107.0,Drama,"{'amount': 2500000.0, 'currency': 'USD'}",2297.0,R,6.0
3155,tt4846232,Good Time,2017,101.0,"Crime,Drama,Thriller","{'amount': 4500000.0, 'currency': 'USD'}",3283369.0,R,8.0
3156,tt4846340,Hidden Figures,2016,127.0,"Biography,Drama,History","{'amount': 25000000, 'currency': 'USD'}",236225193.0,PG,1.0
3157,tt4853102,Batman: The Killing Joke,2016,76.0,"Action,Animation,Crime","{'amount': 3500000.0, 'currency': 'USD'}",4462034.0,R,7.0
3158,tt4853154,Bill Nye: Science Guy,2017,101.0,Documentary,,74909.0,Not Rated,3.0
3159,tt4859168,Then Came You,2018,97.0,"Adventure,Comedy,Drama",,658811.0,PG-13,2.0
3160,tt4866448,Most Beautiful Island,2017,80.0,"Drama,Horror,Thriller",,6582.0,,11.0
3161,tt4871980,The Perfect Match,2016,96.0,"Comedy,Romance","{'amount': 5000000.0, 'currency': 'USD'}",10414738.0,R,3.0
3162,tt4872078,The Intervention,2016,90.0,"Comedy,Drama",,32919.0,R,8.0
3163,tt4872162,Countdown,2016,90.0,"Action,Crime,Mystery",,29574.0,R,4.0
3164,tt4872260,Ridge Runners,2018,81.0,"Crime,Drama,Thriller",,26019.0,Not Rated,1.0
3165,tt4875456,Best and Most Beautiful Things,2016,90.0,Documentary,,3016.0,Unrated,12.0
3166,tt4875962,The Spearhead Effect,2017,90.0,Thriller,,7042.0,Not Rated,1.0
3167,tt4877122,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy","{'amount': 50000000, 'currency': 'USD'}",217776646.0,PG,7.0
3168,tt4878482,Dumplin',2018,110.0,"Comedy,Drama,Musical",,399198.0,PG-13,12.0
3169,tt4881806,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi","{'amount': 170000000, 'currency': 'USD'}",1310466296.0,PG-13,6.0
3170,tt4886144,The City That Sold America,2018,69.0,"Documentary,History","{'amount': 500000.0, 'currency': 'USD'}",6423.0,,10.0
3171,tt4897822,Where to Invade Next,2015,120.0,"Comedy,Documentary",,4664756.0,R,10.0
3172,tt4899370,Megan Leavey,2017,116.0,"Biography,Drama,War",,14510490.0,PG-13,6.0
3173,tt4902260,The Eyes,2017,95.0,"Crime,Drama,Mystery",,9104.0,Not Rated,4.0
3174,tt4902904,The Resurrection of Gavin Stone,2016,91.0,"Comedy,Drama,Family","{'amount': 2000000.0, 'currency': 'USD'}",2308355.0,PG,1.0
3175,tt4907156,Widows,2015,79.0,Comedy,,76000000.0,,
3176,tt4910718,The Happys,2016,87.0,Comedy,,21108.0,,4.0
3177,tt4912910,Mission: Impossible - Fallout,2018,147.0,"Action,Adventure,Thriller","{'amount': 178000000, 'currency': 'USD'}",791657398.0,PG-13,7.0
3178,tt4913966,The Curse of La Llorona,2019,93.0,"Horror,Mystery,Thriller","{'amount': 9000000, 'currency': 'USD'}",123133739.0,R,4.0
3179,tt4919484,Little Men,2016,85.0,Drama,"{'amount': 2000000.0, 'currency': 'USD'}",2008649.0,PG,1.0
3180,tt4925292,Lady Bird,2017,94.0,"Comedy,Drama","{'amount': 10000000.0, 'currency': 'USD'}",78966486.0,R,12.0
3181,tt4930292,¡He matado a mi marido!,2018,108.0,"Comedy,Crime,Romance",,68017.0,,3.0
3182,tt4935334,Southbound,2015,89.0,"Fantasy,Horror,Thriller",,35275.0,R,2.0
3183,tt4935372,The Devil's Candy,2015,79.0,"Drama,Horror,Thriller",,772319.0,Not Rated,3.0
3184,tt4935446,Heart of a Dog,2015,75.0,Documentary,,476384.0,Not Rated,3.0
3185,tt4935462,Amazing Grace,2018,89.0,"Documentary,Music",,7796112.0,G,4.0
3186,tt4935480,Miss Sharon Jones!,2015,93.0,"Documentary,Music",,120880.0,Unrated,7.0
3187,tt4936398,3100: Run and Become,2018,80.0,Documentary,,66789.0,Not Rated,6.0
3188,tt4938484,Silicon Cowboys,2016,77.0,"Documentary,History",,8239.0,Not Rated,9.0
3189,tt4943570,Alien Encounters in America: UFOs and Extraterrestrial Visitations,2015,150.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",997.0,,9.0
3190,tt4949290,Cartels,2017,95.0,"Action,Crime,Mystery","{'amount': 6000000.0, 'currency': 'USD'}",37766.0,R,7.0
