,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross,mpaa_rating,month
937,tt1626135,Balls to the Wall,2011,85.0,Comedy,,3140.0,R,4.0
938,tt1628042,Gone,2011,85.0,Documentary,,18100000.0,PG-13,4.0
939,tt1628055,Touchback,2011,118.0,"Drama,Family,Fantasy","{'amount': 5000000.0, 'currency': 'USD'}",204232.0,PG-13,4.0
940,tt1628841,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi","{'amount': 165000000, 'currency': 'USD'}",389681935.0,PG-13,6.0
941,tt1629242,Careful What You Wish For,2015,91.0,"Drama,Thriller","{'amount': 8000000.0, 'currency': 'USD'}",82230.0,R,6.0
942,tt1629757,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport","{'amount': 20000000, 'currency': 'USD'}",7942116.0,PG,10.0
943,tt1630036,Courageous,2011,129.0,Drama,"{'amount': 2000000, 'currency': 'USD'}",35185884.0,PG-13,9.0
944,tt1631867,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi","{'amount': 178000000, 'currency': 'USD'}",370541256.0,PG-13,6.0
945,tt1632705,Creed,2010,77.0,Horror,,173600000.0,,1.0
946,tt1632708,Friends with Benefits,2011,109.0,"Comedy,Romance","{'amount': 35000000, 'currency': 'USD'}",149542245.0,R,7.0
947,tt1633356,Shark Night 3D,2011,90.0,"Horror,Thriller","{'amount': 25000000, 'currency': 'USD'}",41363927.0,PG-13,9.0
948,tt1634121,Intruders,2011,100.0,"Fantasy,Horror,Thriller","{'amount': 10000000.0, 'currency': 'EUR'}",5486559.0,R,3.0
949,tt1634136,Violet & Daisy,2011,88.0,"Action,Comedy,Crime","{'amount': 8000000.0, 'currency': 'USD'}",108139.0,R,5.0
950,tt1634138,Elevate,2011,81.0,Documentary,,5580.0,PG,3.0
951,tt1634286,Grassroots,2012,98.0,"Comedy,Drama",,19492.0,R,6.0
952,tt1636826,Project X,2012,88.0,Comedy,"{'amount': 12000000.0, 'currency': 'USD'}",102731865.0,R,3.0
953,tt1636849,Chasing Madoff,2010,91.0,Documentary,,157612.0,Unrated,8.0
954,tt1637688,In Time,2011,109.0,"Action,Crime,Drama","{'amount': 40000000, 'currency': 'USD'}",173930596.0,PG-13,10.0
955,tt1637706,Our Idiot Brother,2011,90.0,"Comedy,Drama","{'amount': 5000000, 'currency': 'USD'}",25804448.0,R,8.0
956,tt1637725,Ted,2012,106.0,"Comedy,Fantasy","{'amount': 50000000, 'currency': 'USD'}",549368315.0,R,6.0
957,tt1638355,The Man from U.N.C.L.E.,2015,116.0,"Action,Adventure,Comedy","{'amount': 75000000, 'currency': 'USD'}",107045109.0,PG-13,8.0
958,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,2010,117.0,Documentary,,192870.0,R,9.0
959,tt1638364,The Armstrong Lie,2013,124.0,"Biography,Documentary,Sport",,594394.0,R,10.0
960,tt1638979,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",2010,78.0,"Biography,Documentary,History",,31135.0,,5.0
961,tt1640484,Jumping the Broom,2011,112.0,"Comedy,Drama","{'amount': 6600000, 'currency': 'USD'}",38158601.0,PG-13,5.0
962,tt1640486,Inside Out,2011,93.0,"Crime,Drama","{'amount': 2000000.0, 'currency': 'USD'}",857600000.0,PG-13,9.0
963,tt1640548,Rampart,2011,108.0,"Crime,Drama","{'amount': 12000000.0, 'currency': 'USD'}",1567905.0,R,11.0
964,tt1644503,And They're Off,2011,90.0,Comedy,,5154.0,PG-13,10.0
965,tt1645080,The Art of Getting By,2011,83.0,"Drama,Romance",,1892130.0,PG-13,6.0
966,tt1645089,Inside Job,2010,109.0,"Crime,Documentary","{'amount': 2000000, 'currency': 'USD'}",7871522.0,PG-13,11.0
967,tt1645155,Erased,2012,100.0,"Action,Thriller","{'amount': 12000000.0, 'currency': 'EUR'}",1314735.0,R,5.0
968,tt1645170,The Dictator,2012,83.0,Comedy,"{'amount': 65000000, 'currency': 'USD'}",179379533.0,R,5.0
969,tt1645774,I'm Not Jesus Mommy,2010,89.0,"Drama,Sci-Fi,Thriller",,15005.0,R,5.0
970,tt1646926,Open Season 3,2010,75.0,"Adventure,Animation,Comedy",,7487555.0,PG,1.0
971,tt1646967,The Art of Flight,2011,80.0,"Adventure,Documentary,Sport","{'amount': 2000000.0, 'currency': 'USD'}",158532.0,PG-13,9.0
972,tt1646971,How to Train Your Dragon 2,2014,102.0,"Action,Adventure,Animation","{'amount': 145000000, 'currency': 'USD'}",621537519.0,PG,6.0
973,tt1646972,Jasmine,2015,80.0,Thriller,,24248.0,Not Rated,5.0
974,tt1646980,The Double,2011,98.0,"Action,Crime,Drama","{'amount': 13500000.0, 'currency': 'USD'}",4729855.0,PG-13,10.0
975,tt1646987,Wrath of the Titans,2012,99.0,"Action,Adventure,Fantasy","{'amount': 150000000, 'currency': 'USD'}",301970083.0,PG-13,3.0
976,tt1647668,Million Dollar Arm,2014,124.0,"Biography,Drama,Sport","{'amount': 25000000, 'currency': 'USD'}",38483455.0,PG,5.0
977,tt1648179,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport","{'amount': 42000000.0, 'currency': 'USD'}",73100172.0,PG,10.0
978,tt1648190,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy","{'amount': 60000000, 'currency': 'USD'}",113231078.0,PG-13,8.0
979,tt1649421,The Other City,2010,90.0,Documentary,,22539.0,,9.0
980,tt1649433,Vidal Sassoon: The Movie,2010,90.0,Documentary,,124532.0,PG,4.0
981,tt1649780,"Peace, Love & Misunderstanding",2011,96.0,"Comedy,Drama,Music","{'amount': 10000000.0, 'currency': 'USD'}",1105020.0,R,9.0
982,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,99.0,"Comedy,Family","{'amount': 21000000, 'currency': 'USD'}",72526996.0,PG,3.0
983,tt1650058,The Perfect Family,2011,84.0,"Comedy,Drama",,110313.0,PG-13,4.0
984,tt1650060,SGT. Will Gardner,2019,125.0,"Action,Adventure,Drama","{'amount': 2500000.0, 'currency': 'USD'}",4405.0,Not Rated,1.0
985,tt1650062,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller","{'amount': 50000000, 'currency': 'USD'}",260095986.0,PG-13,6.0
986,tt1650393,C.O.G.,2013,88.0,"Comedy,Drama",,55301.0,R,1.0
987,tt1650537,Inkubus,2011,80.0,Horror,"{'amount': 1500000.0, 'currency': 'USD'}",81600.0,R,10.0
988,tt1650549,The Hill Chris Climbed: The Gridiron Heroes Story,2011,71.0,"Biography,Documentary,Family","{'amount': 100000.0, 'currency': 'USD'}",23487.0,Not Rated,1.0
989,tt1651323,Breaking Wind,2012,82.0,Comedy,,1958083.0,R,3.0
990,tt1652287,35 and Ticking,2011,104.0,"Comedy,Romance",,113794.0,R,5.0
991,tt1653002,Dysfunctional Friends,2012,111.0,"Comedy,Drama","{'amount': 5000000, 'currency': 'USD'}",13546.0,Not Rated,2.0
992,tt1653827,Boxing Gym,2010,91.0,Documentary,,32476.0,Unrated,10.0
993,tt1655441,The Age of Adaline,2015,112.0,"Drama,Fantasy,Romance","{'amount': 25000000.0, 'currency': 'USD'}",65663276.0,PG-13,4.0
994,tt1655460,Wanderlust,2012,98.0,"Comedy,Romance",35000000.0,23812816.0,R,2.0
995,tt1655603,Evil Intent,2010,74.0,Thriller,"{'amount': 2000.0, 'currency': 'USD'}",10454.0,,12.0
996,tt1656170,Bringing Up Bobby,2011,93.0,Comedy,,4975.0,PG-13,4.0
997,tt1656179,I Kissed a Vampire,2010,91.0,Musical,,1794.0,PG,3.0
998,tt1656186,Stolen,2012,96.0,"Action,Crime,Thriller","{'amount': 35000000.0, 'currency': 'USD'}",17415418.0,R,9.0
999,tt1656190,Safe,2012,94.0,"Action,Crime,Thriller","{'amount': 30000000.0, 'currency': 'USD'}",41564670.0,R,4.0
1000,tt1657283,Honey 2,2011,110.0,"Comedy,Drama,Music",,8775693.0,PG-13,8.0
1001,tt1657510,Gimme Shelter,2013,101.0,Drama,"{'amount': 3200000.0, 'currency': 'USD'}",1362018.0,PG-13,10.0
1002,tt1658501,Wretches & Jabberers,2011,90.0,"Biography,Comedy,Documentary",,84610.0,TV-G,4.0
1003,tt1658801,Freeheld,2015,103.0,"Biography,Drama,Romance","{'amount': 7000000.0, 'currency': 'USD'}",1474471.0,PG-13,10.0
1004,tt1659215,Small Pond,2011,76.0,"Comedy,Drama",,232820.0,Not Rated,5.0
1005,tt1659216,Spiders 3D,2013,89.0,"Action,Adventure,Comedy","{'amount': 7000000.0, 'currency': 'USD'}",257019.0,PG-13,2.0
1006,tt1659337,The Perks of Being a Wallflower,2012,103.0,Drama,"{'amount': 13000000.0, 'currency': 'USD'}",33384127.0,PG-13,10.0
1007,tt1659343,Universal Soldier: Day of Reckoning,2012,114.0,"Action,Horror,Mystery","{'amount': 10000000.0, 'currency': 'USD'}",1402307.0,R,10.0
1008,tt1661199,Cinderella,2015,105.0,"Drama,Family,Fantasy","{'amount': 95000000, 'currency': 'USD'}",542358331.0,PG,3.0
1009,tt1661230,Jonas,2013,111.0,"Drama,Fantasy","{'amount': 40000.0, 'currency': 'USD'}",518018.0,PG,10.0
1010,tt1661382,Grudge Match,2013,113.0,"Comedy,Drama,Sport","{'amount': 40000000, 'currency': 'USD'}",44907260.0,PG-13,12.0
1011,tt1661820,Cut Bank,2014,93.0,"Crime,Drama,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",288591.0,R,4.0
1012,tt1662293,Nothing Left to Fear,2013,100.0,Horror,"{'amount': 3000000.0, 'currency': 'USD'}",1675381.0,R,10.0
1013,tt1663143,Fun Size,2012,86.0,"Adventure,Comedy","{'amount': 14000000, 'currency': 'USD'}",11417362.0,PG-13,10.0
1014,tt1663187,The Chaperone,2011,103.0,"Action,Comedy,Family","{'amount': 3000000.0, 'currency': 'USD'}",279147.0,PG-13,2.0
1015,tt1663202,The Revenant,2015,156.0,"Action,Adventure,Biography","{'amount': 135000000, 'currency': 'USD'}",532950503.0,R,1.0
1016,tt1663207,Life of Crime,2013,98.0,"Comedy,Crime","{'amount': 12000000.0, 'currency': 'USD'}",1456675.0,R,8.0
1017,tt1663631,Crazy Eyes,2012,95.0,Comedy,"{'amount': 10000000.0, 'currency': 'USD'}",6141.0,Not Rated,3.0
1018,tt1663655,Martyrs,2015,86.0,"Drama,Horror,Thriller","{'amount': 1000000.0, 'currency': 'USD'}",397072.0,Not Rated,1.0
1019,tt1663660,On the Ice,2011,96.0,"Drama,Thriller",,73492.0,R,1.0
1020,tt1663662,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi","{'amount': 190000000, 'currency': 'USD'}",411002906.0,PG-13,7.0
1021,tt1665418,Dorfman,2011,92.0,"Comedy,Drama,Romance",,13737.0,PG-13,3.0
1022,tt1666185,All Eyez on Me,2017,139.0,"Biography,Drama,Music","{'amount': 40000000, 'currency': 'USD'}",55668698.0,R,6.0
1023,tt1666186,Vampires Suck,2010,82.0,Comedy,"{'amount': 20000000, 'currency': 'USD'}",80547866.0,PG-13,8.0
1024,tt1666335,The Calling,2014,108.0,"Drama,Thriller",,189254.0,R,8.0
1025,tt1666801,The Duff,2015,101.0,"Comedy,Romance","{'amount': 8500000, 'currency': 'USD'}",43709744.0,PG-13,2.0
1026,tt1667307,Damsels in Distress,2011,99.0,"Comedy,Drama,Romance",,1314358.0,PG-13,4.0
1027,tt1667353,Mirror Mirror,2012,106.0,"Adventure,Comedy,Drama","{'amount': 85000000, 'currency': 'USD'}",183018522.0,PG,3.0
1028,tt1667889,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy","{'amount': 95000000, 'currency': 'USD'}",877244782.0,PG,7.0
1029,tt1669846,Vito Bonafacci,2011,97.0,Drama,"{'amount': 150000.0, 'currency': 'USD'}",9570.0,,5.0
1030,tt1670345,Now You See Me,2013,115.0,"Crime,Mystery,Thriller","{'amount': 75000000, 'currency': 'USD'}",351723989.0,PG-13,5.0
1031,tt1670389,CornerStore,2011,94.0,Comedy,,45176.0,PG-13,6.0
1032,tt1670932,American Animal,2011,95.0,"Comedy,Drama",,5928.0,R,3.0
1033,tt1672614,Precious Life,2010,90.0,"Documentary,Drama,Family",,2534.0,,5.0
1034,tt1673376,Free the Mind,2012,80.0,"Adventure,Documentary","{'amount': 450000.0, 'currency': 'EUR'}",168916.0,Not Rated,5.0
1035,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,115.0,"Adventure,Drama,Fantasy","{'amount': 120000000, 'currency': 'USD'}",829747654.0,PG-13,11.0
1036,tt1674093,Michael Jackson Commemorated,2010,119.0,"Biography,Documentary","{'amount': 500000.0, 'currency': 'USD'}",1278263.0,,6.0
1037,tt1674771,Entourage,2015,104.0,Comedy,"{'amount': 30000000, 'currency': 'USD'}",49263404.0,R,6.0
1038,tt1674784,Trespass,2011,91.0,"Crime,Drama,Thriller","{'amount': 35000000.0, 'currency': 'USD'}",10117966.0,R,10.0
1039,tt1674785,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,2015,98.0,"Documentary,History",,62660.0,Not Rated,9.0
1040,tt1675161,"Guns, Girls and Gambling",2012,90.0,"Crime,Thriller",,148570.0,Not Rated,1.0
1041,tt1675192,Take Shelter,2011,121.0,"Drama,Horror,Thriller","{'amount': 5000000, 'currency': 'USD'}",3741098.0,R,1.0
1042,tt1675759,The Wait,2013,96.0,"Drama,Thriller",,2480.0,R,3.0
1043,tt1677082,Return,2011,97.0,Drama,,16886.0,Not Rated,2.0
1044,tt1677720,Ready Player One,2018,140.0,"Action,Adventure,Sci-Fi","{'amount': 175000000, 'currency': 'USD'}",582893671.0,PG-13,3.0
1045,tt1678040,Bed & Breakfast: Love is a Happy Accident,2010,89.0,"Comedy,Romance",,269406.0,PG-13,9.0
1046,tt1679248,My Last Day Without You,2011,90.0,"Comedy,Drama,Romance","{'amount': 1000000.0, 'currency': 'USD'}",8335.0,TV-MA,10.0
1047,tt1679335,Trolls,2016,92.0,"Adventure,Animation,Comedy","{'amount': 125000000, 'currency': 'USD'}",346864886.0,PG,11.0
1048,tt1680311,Home Run Showdown,2015,94.0,"Family,Sport",,8824.0,Not Rated,10.0
1049,tt1681666,Falling Away,2012,86.0,Drama,,13869.0,Not Rated,3.0
1050,tt1682181,Bully,2011,98.0,Documentary,"{'amount': 1100000.0, 'currency': 'USD'}",4411649.0,PG-13,4.0
1051,tt1682226,Brando Unauthorized,2010,116.0,Drama,"{'amount': 1500000.0, 'currency': 'USD'}",3123.0,Not Rated,11.0
1052,tt1682940,Playback,2012,98.0,"Horror,Thriller","{'amount': 1600000.0, 'currency': 'USD'}",57587.0,R,3.0
1053,tt1683048,De Palma,2015,110.0,"Biography,Documentary",,168045.0,R,9.0
1054,tt1683526,Detachment,2011,98.0,Drama,,1688710.0,Not Rated,4.0
1055,tt1684548,Axe Giant: The Wrath of Paul Bunyan,2013,90.0,"Fantasy,Horror",,3287.0,R,6.0
1056,tt1686018,Creature,2011,93.0,Horror,"{'amount': 3000000.0, 'currency': 'USD'}",533235.0,R,9.0
1057,tt1686821,Vampire Academy,2014,104.0,"Action,Comedy,Drama","{'amount': 30000000.0, 'currency': 'USD'}",15642346.0,PG-13,2.0
1058,tt1687277,InSight,2011,92.0,"Drama,Mystery,Thriller",,11100.0,R,4.0
1059,tt1687281,Terri,2011,105.0,"Comedy,Drama",,655802.0,R,1.0
1060,tt1687875,Inventing Our Life: The Kibbutz Experiment,2010,79.0,"Documentary,History",,16734.0,Not Rated,9.0
1061,tt1690455,Dark Horse,2011,86.0,"Comedy,Drama","{'amount': 2000000.0, 'currency': 'USD'}",337150.0,Not Rated,6.0
1062,tt1690953,Despicable Me 2,2013,98.0,"Adventure,Animation,Comedy","{'amount': 76000000, 'currency': 'USD'}",970766005.0,PG,7.0
1063,tt1691152,David Lynch: The Art Life,2016,88.0,"Biography,Documentary",179554.0,311470.0,Not Rated,11.0
1064,tt1691153,Return to the Hiding Place,2013,102.0,"Drama,History,Thriller",,85698.0,PG-13,5.0
1065,tt1691916,Before I Fall,2017,98.0,"Drama,Fantasy,Mystery","{'amount': 5000000.0, 'currency': 'USD'}",16373843.0,PG-13,3.0
1066,tt1691917,Planes,2013,91.0,"Adventure,Animation,Comedy","{'amount': 50000000, 'currency': 'USD'}",239258712.0,PG,8.0
1067,tt1691920,I Melt with You,2011,122.0,Drama,,16232.0,R,1.0
1068,tt1692928,The Last Lions,2011,88.0,"Documentary,Family",,635325.0,PG,2.0
1069,tt1694015,Cool It,2010,87.0,Documentary,,62713.0,PG,11.0
1070,tt1694020,The Guilt Trip,2012,95.0,"Comedy,Drama","{'amount': 40000000, 'currency': 'USD'}",41863726.0,PG-13,12.0
1071,tt1695405,The Loneliest Planet,2011,113.0,Thriller,,268933.0,Not Rated,10.0
1072,tt1695994,The Virginity Hit,2010,86.0,Comedy,"{'amount': 2000000, 'currency': 'USD'}",636706.0,R,9.0
1073,tt1697887,Brief Reunion,2011,88.0,Drama,,6601.0,Not Rated,8.0
1074,tt1697891,Corpus Christi: Playing with Redemption,2012,75.0,Documentary,,267549.0,Not Rated,4.0
1075,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,"Comedy,Family","{'amount': 28000000, 'currency': 'USD'}",100654149.0,PG,10.0
1076,tt1698648,Girl Most Likely,2012,103.0,Comedy,,2085617.0,PG-13,6.0
1077,tt1699147,Seven Days in Utopia,2011,100.0,"Drama,Sport","{'amount': 7500000.0, 'currency': 'USD'}",4373074.0,G,9.0
1078,tt1699720,Women Art Revolution,2010,83.0,Documentary,,52681.0,Not Rated,6.0
1079,tt1699755,Peeples,2013,95.0,"Comedy,Romance","{'amount': 15000000, 'currency': 'USD'}",9307166.0,PG-13,5.0
1080,tt1700841,Sausage Party,2016,89.0,"Adventure,Animation,Comedy","{'amount': 19000000, 'currency': 'USD'}",140705322.0,R,8.0
1081,tt1701976,Urbanized,2011,85.0,Documentary,,7154.0,Not Rated,10.0
1082,tt1701997,I'm Still Here,2010,60.0,,,569000.0,,
1083,tt1702425,Casa de mi Padre,2012,84.0,"Comedy,Western","{'amount': 6000000.0, 'currency': 'USD'}",8446952.0,R,3.0
1084,tt1702439,Safe Haven,2013,115.0,"Drama,Romance,Thriller","{'amount': 28000000, 'currency': 'USD'}",97594140.0,PG-13,2.0
1085,tt1702443,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music","{'amount': 13000000, 'currency': 'USD'}",99036827.0,G,2.0
1086,tt1704573,Bernie,2011,99.0,"Biography,Comedy,Crime","{'amount': 5000000.0, 'currency': 'USD'}",10173061.0,PG-13,6.0
1087,tt1704619,Tabloid,2010,87.0,"Crime,Documentary",,731925.0,R,9.0
1088,tt1705111,InSpectres,2013,85.0,Comedy,,2207.0,,9.0
1089,tt1706593,Chronicle,2012,84.0,"Drama,Sci-Fi,Thriller","{'amount': 12000000, 'currency': 'USD'}",126636097.0,PG-13,2.0
1090,tt1706598,Every Secret Thing,2014,93.0,"Crime,Drama,Mystery",,124733.0,R,4.0
1091,tt1706687,Monumental: In Search of America's National Treasure,2012,84.0,"Documentary,History","{'amount': 500000.0, 'currency': 'USD'}",177729.0,PG,3.0
1092,tt1707391,4:44 Last Day on Earth,2011,82.0,"Drama,Fantasy,Sci-Fi",,70851.0,R,10.0
1093,tt1707392,Lovely Molly,2011,99.0,"Drama,Horror","{'amount': 1000000.0, 'currency': 'USD'}",638274.0,R,9.0
1094,tt1710396,Joyful Noise,2012,118.0,"Comedy,Drama,Music","{'amount': 25000000.0, 'currency': 'USD'}",31158113.0,PG-13,1.0
1095,tt1710417,Lola Versus,2012,87.0,Comedy,,455754.0,R,6.0
1096,tt1710469,Seasons of Gray,2013,90.0,Drama,"{'amount': 500000.0, 'currency': 'USD'}",70605.0,PG-13,9.0
1097,tt1711425,21 & Over,2013,93.0,Comedy,"{'amount': 13000000, 'currency': 'USD'}",48065672.0,R,3.0
1098,tt1711525,Office Christmas Party,2016,105.0,Comedy,"{'amount': 45000000, 'currency': 'USD'}",114501299.0,R,12.0
1099,tt1712159,11-11-11,2011,90.0,"Horror,Mystery,Thriller",,6963872.0,PG-13,11.0
1100,tt1712170,Alex Cross,2012,101.0,"Action,Crime,Mystery","{'amount': 35000000, 'currency': 'USD'}",34618867.0,PG-13,10.0
1101,tt1712261,Triple 9,2016,115.0,"Crime,Thriller","{'amount': 20000000.0, 'currency': 'USD'}",23177948.0,R,2.0
1102,tt1713476,The Bay,2012,84.0,"Horror,Sci-Fi,Thriller",,1581252.0,R,9.0
1103,tt1714203,Piranha 3DD,2012,83.0,"Comedy,Horror","{'amount': 5000000.0, 'currency': 'USD'}",8518634.0,R,6.0
1104,tt1714206,The Spectacular Now,2013,95.0,"Comedy,Drama,Romance","{'amount': 2500000.0, 'currency': 'USD'}",6918591.0,R,9.0
1105,tt1714208,The Woman,2011,101.0,Horror,,1449.0,R,1.0
1106,tt1714209,In the Land of Blood and Honey,2011,127.0,"Drama,Romance,War","{'amount': 13000000.0, 'currency': 'USD'}",1203699.0,R,12.0
1107,tt1714917,Gimme Danger,2016,108.0,"Documentary,Music",,950040.0,R,10.0
1108,tt1715873,10 Years,2011,100.0,"Comedy,Drama,Romance",,285984.0,PG-13,10.0
1109,tt1715876,The Discoverers,2012,104.0,Comedy,,50020.0,TV-14,5.0
1110,tt1716777,People Like Us,2012,114.0,"Comedy,Drama","{'amount': 16000000, 'currency': 'USD'}",12558931.0,PG-13,6.0
1111,tt1718898,Snake & Mongoose,2013,102.0,Sport,"{'amount': 3000000.0, 'currency': 'USD'}",152200.0,PG-13,9.0
1112,tt1718924,A Family Man,2016,108.0,Drama,,1641235.0,R,7.0
1113,tt1718940,To Love a Woman,2010,97.0,Drama,,2674.0,PG,6.0
1114,tt1719030,Give Up Tomorrow,2011,95.0,"Crime,Documentary,Mystery",,280.0,Not Rated,4.0
1115,tt1719071,Another Happy Day,2011,119.0,"Comedy,Drama","{'amount': 4000000.0, 'currency': 'USD'}",659937.0,R,1.0
1116,tt1720172,Munger Road,2011,86.0,"Horror,Mystery,Thriller","{'amount': 200000.0, 'currency': 'USD'}",266689.0,PG-13,9.0
1117,tt1720182,October Baby,2011,107.0,Drama,"{'amount': 1000000.0, 'currency': 'USD'}",5396618.0,PG-13,3.0
1118,tt1720616,Friends with Kids,2011,107.0,"Comedy,Drama,Romance","{'amount': 10000000.0, 'currency': 'USD'}",13041254.0,R,3.0
1119,tt1720621,Trafficked,2017,104.0,"Drama,Thriller",,19698.0,R,10.0
1120,tt1721677,Fastest,2011,111.0,"Action,Documentary,Sport","{'amount': 1000000.0, 'currency': 'USD'}",35963.0,PG-13,4.0
1121,tt1722476,The Swell Season,2011,91.0,"Documentary,Music,Romance",,6842.0,Not Rated,4.0
1122,tt1723121,We're the Millers,2013,110.0,"Comedy,Crime","{'amount': 37000000, 'currency': 'USD'}",269994119.0,R,8.0
1123,tt1723126,Last Days Here,2011,91.0,"Documentary,Music",,7643.0,Not Rated,4.0
1124,tt1724965,Innocence,2013,96.0,"Fantasy,Horror,Mystery",,294039.0,PG-13,10.0
1125,tt1724970,Beyond Skyline,2017,106.0,"Action,Adventure,Horror","{'amount': 14000000.0, 'currency': 'USD'}",992181.0,R,12.0
1126,tt1725986,Some Kind of Beautiful,2014,99.0,"Comedy,Romance",,2446097.0,R,8.0
1127,tt1726589,L!fe Happens,2011,100.0,Comedy,"{'amount': 930000.0, 'currency': 'USD'}",48041.0,R,4.0
1128,tt1726669,Killer Joe,2011,102.0,"Crime,Drama,Thriller","{'amount': 11000000.0, 'currency': 'USD'}",4633668.0,R,3.0
1129,tt1727388,The Way Way Back,2013,103.0,"Comedy,Drama","{'amount': 5000000.0, 'currency': 'USD'}",26474920.0,PG-13,7.0
1130,tt1727491,"Connected: An Autoblogography About Love, Death & Technology",2011,82.0,Documentary,"{'amount': 1300000.0, 'currency': 'USD'}",46782.0,PG,1.0
1131,tt1727776,Scouts Guide to the Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror","{'amount': 15000000, 'currency': 'USD'}",16137046.0,R,10.0
1132,tt1728975,Elevator,2011,84.0,"Horror,Thriller","{'amount': 200000.0, 'currency': 'USD'}",14221.0,Not Rated,7.0
1133,tt1730687,Darling Companion,2012,103.0,"Comedy,Drama,Romance",,1157257.0,PG-13,1.0
1134,tt1730714,Rubble Kings,2010,71.0,"Biography,Documentary,History",,7416.0,Not Rated,10.0
1135,tt1731141,Ender's Game,2013,114.0,"Action,Adventure,Fantasy","{'amount': 110000000, 'currency': 'USD'}",125544024.0,PG-13,11.0
1136,tt1731697,The Lords of Salem,2012,101.0,"Horror,Thriller","{'amount': 1500000, 'currency': 'USD'}",1544989.0,R,3.0
1137,tt1731701,Barely Lethal,2015,96.0,"Action,Adventure,Comedy","{'amount': 15000000.0, 'currency': 'USD'}",933847.0,PG-13,4.0
1138,tt1731764,Nick Saban: Gamechanger,2010,88.0,Documentary,,189000.0,,8.0
1139,tt1734477,Public Speaking,2010,84.0,Documentary,,62173.0,,11.0
1140,tt1734548,The Color Wheel,2011,83.0,"Comedy,Romance",19000.0,19001.0,Not Rated,5.0
1141,tt1734586,Supercapitalist,2012,102.0,Thriller,500000.0,16000.0,Not Rated,8.0
1142,tt1735279,A Girl and a Gun,2013,76.0,"Documentary,History",,3018.0,Not Rated,7.0
1143,tt1735495,Addiction Incorporated,2011,100.0,"Biography,Documentary",,40106.0,PG,10.0
1144,tt1735898,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama","{'amount': 170000000, 'currency': 'USD'}",396592829.0,PG-13,6.0
1145,tt1735907,The Adderall Diaries,2015,87.0,"Crime,Drama,Thriller",,15364.0,R,3.0
1146,tt1736049,A Place at the Table,2012,84.0,Documentary,,231378.0,PG,3.0
1147,tt1737122,Carol Channing: Larger Than Life,2012,87.0,"Biography,Comedy,Documentary",,22740.0,PG,1.0
1148,tt1740794,Last Night,2010,69.0,"Drama,Romance",,7699000.0,,
1149,tt1741225,I Am,2010,78.0,Documentary,,1591034.0,Not Rated,2.0
1150,tt1741243,Pawn Shop Chronicles,2013,112.0,"Action,Comedy,Crime","{'amount': 5000000.0, 'currency': 'USD'}",10080.0,R,7.0
1151,tt1741273,Secret in Their Eyes,2015,111.0,"Crime,Drama,Mystery","{'amount': 19500000, 'currency': 'USD'}",34854990.0,PG-13,11.0
1152,tt1741682,Wintervention,2010,102.0,"Documentary,Sport",,301015.0,Not Rated,10.0
1153,tt1742044,Jersey Boys,2014,134.0,"Biography,Drama,Music","{'amount': 40000000, 'currency': 'USD'}",67647013.0,R,6.0
1154,tt1742334,Sabotage,2014,109.0,"Action,Crime,Drama","{'amount': 35000000.0, 'currency': 'USD'}",22126842.0,R,3.0
1155,tt1742336,Your Sister's Sister,2011,90.0,"Comedy,Drama","{'amount': 125000.0, 'currency': 'USD'}",3242802.0,R,1.0
1156,tt1742650,I Don't Know How She Does It,2011,89.0,"Comedy,Romance","{'amount': 24000000, 'currency': 'USD'}",31410151.0,PG-13,9.0
1157,tt1743720,The Greatest Movie Ever Sold,2011,90.0,"Comedy,Documentary","{'amount': 1800000, 'currency': 'USD'}",698249.0,PG-13,1.0
1158,tt1745710,Gore Vidal: The United States of Amnesia,2013,83.0,"Biography,Documentary,History",,140164.0,Not Rated,4.0
1159,tt1746153,Crime After Crime,2011,95.0,"Biography,Crime,Documentary",,60291.0,Not Rated,7.0
1160,tt1746242,"Small, Beautifully Moving Parts",2011,73.0,Comedy,,8631.0,Not Rated,3.0
1161,tt1746264,Wish Me Away,2011,120.0,"Biography,Documentary,Music",,18618.0,Not Rated,6.0
1162,tt1747967,Cassadaga,2011,108.0,"Horror,Thriller",,2544.0,R,10.0
